wavelength(nm) ph/sec/arcsec^2/um/m^2
645.263073 191.633
645.295337 191.759
645.327602 191.569
645.35987 302.213
645.392138 319.921
645.424409 191.72
645.456681 191.594
645.488954 191.525
645.52123 191.564
645.553507 191.505
645.585785 190.743
645.618065 191.488
645.650347 191.323
645.68263 191.485
645.714915 191.588
645.747202 191.605
645.77949 230.556
645.81178 191.6
645.844071 191.572
645.876364 190.985
645.908659 191.316
645.940955 385.899
645.973253 191.533
646.005552 412.401
646.037853 190.946
646.070156 189.445
646.10246 191.44
646.134766 190.554
646.167074 190.696
646.199383 190.831
646.231694 191.413
646.264006 191.159
646.29632 191.421
646.328636 191.414
646.360953 190.25
646.393272 190.99
646.425592 191.39
646.457914 191.392
646.490238 191.059
646.522563 1353.99
646.55489 692.015
646.587219 191.248
646.619549 189.227
646.651881 207.604
646.684214 377.911
646.716549 190.897
646.748886 191.211
646.781224 2691.37
646.813564 190.022
646.845905 190.094
646.878249 372.078
646.910593 191.044
646.94294 190.058
646.975288 189.669
647.007637 190.689
647.039988 191.116
647.072341 190.983
647.104696 189.855
647.137052 188.759
647.169409 189.508
647.201769 1036.4
647.234129 191.093
647.266492 2891.97
647.298856 190.682
647.331222 191.041
647.363589 190.976
647.395958 190.908
647.428329 187.444
647.460701 190.666
647.493075 187.791
647.52545 190.564
647.557827 190.814
647.590206 190.205
647.622586 190.597
647.654968 190.472
647.687352 183.028
647.719737 189.679
647.752124 183.386
647.784512 189.614
647.816902 190.455
647.849294 189.983
647.881687 188.843
647.914082 189.132
647.946479 190.34
647.978877 1120.95
648.011277 190.5
648.043678 190.512
648.076081 190.166
648.108486 188.037
648.140892 189.299
648.1733 185.197
648.205709 189.008
648.23812 190.262
648.270533 189.862
648.302947 190.258
648.335363 189.488
648.367781 190.15
648.4002 190.29
648.432621 190.253
648.465043 190.102
648.497467 184.243
648.529893 189.12
648.56232 184.781
648.594749 189.307
648.62718 189.341
648.659612 189.189
648.692046 189.963
648.724481 188.65
648.756918 189.441
648.789357 189.805
648.821797 189.823
648.854239 186.63
648.886683 189.739
648.919128 189.178
648.951575 189.557
648.984023 188.589
649.016473 189.726
649.048925 189.801
649.081378 187.958
649.113833 189.386
649.146289 189.749
649.178747 189.704
649.211207 189.67
649.243668 184.803
649.276131 186.996
649.308596 189.738
649.341062 189.773
649.37353 189.89
649.406 189.803
649.438471 189.682
649.470944 184.432
649.503418 188.164
649.535894 189.935
649.568371 190.037
649.600851 220.638
649.633332 257.957
649.665814 190.087
649.698298 190.057
649.730784 189.844
649.763271 183.155
649.79576 189.792
649.828251 190.222
649.860743 190.249
649.893237 190.268
649.925732 1036.68
649.958229 189.787
649.990728 190.36
650.023229 190.425
650.05573 7345.16
650.088234 190.404
650.120739 335.695
650.153246 190.373
650.185755 296.018
650.218265 190.564
650.250776 190.589
650.28329 190.614
650.315805 190.307
650.348321 190.415
650.38084 190.629
650.413359 190.628
650.445881 483.843
650.478404 190.442
650.510929 190.664
650.543455 189.957
650.575983 190.657
650.608513 189.379
650.641044 190.86
650.673577 2732.53
650.706111 190.953
650.738647 190.975
650.771185 190.802
650.803725 191.021
650.836266 191.045
650.868808 191.054
650.901352 191.066
650.933898 190.615
650.966446 190.933
650.998995 191.102
651.031546 188.347
651.064098 190.737
651.096652 191.214
651.129208 191.242
651.161765 191.298
651.194324 191.307
651.226885 191.253
651.259447 191.261
651.29201 191.286
651.324576 191.219
651.357143 191.027
651.389712 188.354
651.422282 190.573
651.454854 191.243
651.487427 191.218
651.520003 191.164
651.552579 528.752
651.585158 515.759
651.617738 189.869
651.65032 183.821
651.682903 190.776
651.715488 191.14
651.748074 189.735
651.780663 189.685
651.813253 188.494
651.845844 180.752
651.878437 188.298
651.911032 190.716
651.943628 191.05
651.976226 188.895
652.008826 191.024
652.041427 190.721
652.07403 190.68
652.106635 189.175
652.139241 187.736
652.171848 191.09
652.204458 191.176
652.237069 191.12
652.269682 191.175
652.302296 191.184
652.334912 191.156
652.367529 190.746
652.400149 190.358
652.432769 1783.94
652.465392 191.046
652.498016 190.377
652.530642 190.249
652.563269 186.462
652.595898 190.851
652.628529 191.099
652.661161 191.123
652.693795 191.127
652.72643 191.118
652.759067 190.665
652.791706 191.096
652.824346 191.118
652.856989 191.111
652.889632 191.112
652.922277 190.821
652.954924 190.92
652.987573 191.101
653.020223 191.102
653.052875 191.098
653.085528 191.064
653.118184 191.087
653.15084 190.982
653.183499 191.064
653.216159 190.913
653.24882 189.949
653.281484 190.843
653.314148 190.917
653.346815 190.868
653.379483 190.705
653.412153 185.801
653.444824 190.396
653.477497 6231.39
653.510172 190.69
653.542848 190.599
653.575526 188.164
653.608206 189.822
653.640887 189.938
653.67357 190.015
653.706255 190.384
653.738941 190.447
653.771628 190.236
653.804318 190.313
653.837009 189.244
653.869701 189.593
653.902396 190.168
653.935092 190.128
653.967789 190.206
654.000489 190.118
654.033189 190.132
654.065892 190.033
654.098596 190.054
654.131302 189.772
654.164009 189.983
654.196718 264.392
654.229429 189.541
654.262141 294.992
654.294855 189.838
654.327571 189.758
654.360288 189.74
654.393007 188.827
654.425727 187.921
654.458449 189.538
654.491173 189.305
654.523898 189.46
654.556625 184.123
654.589354 2473.25
654.622084 189.355
654.654816 189.401
654.68755 189.229
654.720285 189.344
654.753022 188.298
654.78576 351.108
654.8185 189.251
654.851242 189.216
654.883985 189.116
654.91673 189.052
654.949477 186.256
654.982225 188.882
655.014975 188.698
655.047727 183.67
655.08048 188.535
655.113235 188.708
655.145991 188.913
655.17875 188.872
655.211509 188.727
655.244271 188.733
655.277034 188.635
655.309798 188.582
655.342565 188.375
655.375333 187.854
655.408102 188.081
655.440873 181.927
655.473646 239.816
655.506421 188.042
655.539197 6913.7
655.571975 186.206
655.604754 187.544
655.637535 187.536
655.670318 187.501
655.703102 187.345
655.735888 187.371
655.768676 213.701
655.801465 187.341
655.834256 187.304
655.867048 187.136
655.899843 183.94
655.932638 186.988
655.965436 186.768
655.998235 238.182
656.031036 186.505
656.063838 186.709
656.096642 186.693
656.129448 186.625
656.162255 186.55
656.195064 186.444
656.227875 184.879
656.260687 186.097
656.293501 185.216
656.326316 186.133
656.359133 185.97
656.391952 185.937
656.424772 185.302
656.457595 1585.26
656.490418 185.717
656.523244 184.457
656.556071 185.332
656.588899 181.605
656.621729 184.638
656.654561 185.188
656.687395 185.254
656.72023 185.159
656.753067 185.088
656.785905 185.056
656.818746 184.86
656.851587 184.698
656.884431 184.814
656.917276 184.746
656.950122 184.515
656.982971 184.571
657.015821 184.45
657.048672 2043.8
657.081526 183.616
657.11438 183.845
657.147237 184.154
657.180095 183.976
657.212955 184.187
657.245816 183.912
657.27868 184.163
657.311544 184.444
657.344411 184.442
657.377279 181.389
657.410148 183.615
657.44302 184.784
657.475893 184.913
657.508767 185.007
657.541644 184.766
657.574522 185.164
657.607401 185.277
657.640282 185.014
657.673165 179.452
657.70605 185.451
657.738936 185.648
657.771824 185.715
657.804713 185.651
657.837604 185.805
657.870497 186.01
657.903391 4484.07
657.936287 1988.96
657.969185 186.303
658.002084 260.535
658.034985 186.48
658.067887 186.523
658.100792 186.401
658.133698 186.753
658.166605 186.825
658.199514 186.9
658.232425 309.628
658.265337 185.388
658.298252 187.153
658.331167 187.31
658.364085 187.372
658.397004 187.447
658.429924 187.339
658.462847 187.587
658.495771 187.303
658.528696 186.921
658.561623 438.311
658.594552 188.04
658.627483 324.391
658.660415 188.203
658.693349 188.086
658.726284 188.288
658.759222 187.872
658.79216 188.539
658.825101 186.76
658.858043 187.618
658.890987 188.699
658.923932 188.941
658.956879 188.967
658.989828 189.05
659.022778 188.972
659.05573 189.089
659.088684 189.398
659.121639 189.476
659.154596 189.584
659.187554 189.658
659.220515 189.673
659.253476 189.689
659.28644 189.623
659.319405 189.68
659.352372 189.716
659.38534 189.743
659.41831 189.727
659.451282 189.775
659.484255 189.49
659.51723 189.595
659.550207 189.803
659.583186 189.814
659.616166 188.947
659.649147 189.815
659.68213 189.863
659.715115 189.875
659.748102 189.895
659.78109 189.87
659.81408 189.838
659.847072 1338.69
659.880065 189.759
659.91306 189.949
659.946056 189.974
659.979054 189.985
660.012054 189.996
660.045055 189.974
660.078058 190.008
660.111063 188.69
660.14407 189.774
660.177078 190.061
660.210087 190.015
660.243099 190.043
660.276112 190.106
660.309126 190.12
660.342142 190.13
660.37516 189.72
660.40818 189.609
660.441201 190.099
660.474224 190.169
660.507249 190.206
660.540275 190.068
660.573303 1517.39
660.606332 1513.06
660.639363 190.246
660.672396 190.175
660.705431 190.198
660.738467 189.887
660.771504 190.308
660.804544 190.323
660.837585 190.333
660.870628 190.301
660.903672 190.353
660.936718 190.364
660.969766 190.378
661.002815 190.393
661.035866 190.407
661.068919 190.422
661.101973 190.436
661.135029 190.319
661.168086 190.449
661.201146 190.392
661.234206 190.449
661.267269 190.421
661.300333 190.422
661.333399 190.394
661.366466 190.21
661.399536 190.375
661.432606 189.802
661.465679 190.381
661.498753 190.379
661.531829 190.373
661.564906 190.365
661.597985 190.359
661.631066 190.348
661.664148 190.337
661.697232 190.327
661.730318 190.233
661.763405 190.284
661.796494 190.292
661.829585 190.286
661.862677 190.279
661.895771 190.273
661.928867 190.224
661.961964 190.251
661.995063 190.24
662.028164 190.247
662.061266 190.194
662.09437 190.217
662.127475 190.215
662.160583 190.192
662.193691 190.194
662.226802 229.275
662.259914 190.173
662.293028 190.166
662.326143 190.067
662.359261 190.095
662.392379 190.139
662.4255 190.14
662.458622 190.019
662.491746 190.125
662.524871 190.114
662.557998 190.103
662.591127 190.093
662.624257 190.082
662.657389 190.071
662.690523 190.06
662.723658 190.053
662.756795 190.046
662.789934 190.028
662.823074 189.793
662.856216 190.027
662.88936 190.02
662.922505 190.014
662.955652 814.923
662.988801 189.745
663.021951 189.983
663.055103 189.947
663.088257 189.876
663.121412 189.975
663.154569 189.966
663.187727 189.958
663.220888 189.958
663.254049 189.959
663.287213 189.94
663.320378 189.961
663.353545 189.961
663.386713 189.966
663.419884 189.896
663.453055 189.938
663.486229 189.807
663.519404 189.969
663.552581 189.988
663.585759 784.192
663.618939 732.126
663.652121 189.954
663.685305 189.987
663.71849 189.998
663.751677 189.999
663.784865 190
663.818055 190.003
663.851247 190.008
663.88444 190.013
663.917635 190.016
663.950832 190.023
663.98403 190.028
664.01723 189.984
664.050432 190.035
664.083635 190.035
664.11684 190.036
664.150047 190.031
664.183255 190.038
664.216465 190.038
664.249677 190.04
664.28289 189.974
664.316105 190.05
664.349322 190.055
664.38254 190.051
664.41576 189.842
664.448982 190.058
664.482205 189.85
664.51543 190.08
664.548657 190.079
664.581885 189.916
664.615115 190.095
664.648346 190.1
664.68158 190.106
664.714815 190.107
664.748051 190.108
664.781289 190.109
664.814529 190.101
664.847771 190.083
664.881014 190.111
664.914259 190.112
664.947505 190.117
664.980754 190.122
665.014004 190.127
665.047255 190.116
665.080508 189.95
665.113763 190.119
665.14702 190.147
665.180278 190.152
665.213538 190.141
665.246799 191.024
665.280062 262.814
665.313327 190.105
665.346594 190.094
665.379862 190.042
665.413132 190.062
665.446403 189.972
665.479676 190.03
665.512951 190.014
665.546228 189.975
665.579506 189.983
665.612786 189.971
665.646067 189.959
665.67935 189.914
665.712635 189.92
665.745921 189.924
665.77921 189.912
665.812499 189.882
665.845791 189.882
665.879084 189.866
665.912379 189.85
665.945675 189.834
665.978973 189.818
666.012273 189.802
666.045575 189.79
666.078878 189.778
666.112182 189.766
666.145489 189.742
666.178797 189.742
666.212107 189.713
666.245418 189.657
666.278731 189.707
666.312046 189.695
666.345362 513.978
666.378681 392.213
666.412 189.66
666.445322 189.648
666.478645 189.634
666.51197 189.618
666.545296 189.602
666.578624 189.586
666.611954 189.569
666.645285 189.553
666.678618 189.528
666.711953 189.483
666.74529 189.427
666.778628 189.501
666.811968 189.489
666.845309 189.477
666.878652 189.465
666.911997 453.104
666.945343 189.442
666.978691 388.233
667.012041 189.418
667.045393 189.406
667.078746 189.394
667.1121 189.382
667.145457 189.368
667.178815 189.352
667.212175 189.355
667.245536 189.359
667.278899 189.283
667.312264 189.352
667.345631 189.371
667.378999 189.379
667.412368 189.376
667.44574 189.396
667.479113 189.396
667.512488 189.412
667.545864 189.421
667.579242 189.428
667.612622 189.432
667.646004 189.436
667.679387 189.436
667.712772 189.444
667.746158 189.448
667.779546 189.452
667.812936 189.458
667.846328 189.467
667.879721 189.475
667.913115 189.483
667.946512 189.492
667.97991 189.5
668.01331 189.508
668.046711 189.517
668.080115 189.525
668.113519 189.533
668.146926 189.542
668.180334 189.55
668.213744 189.558
668.247156 189.566
668.280569 189.57
668.313984 189.574
668.3474 189.578
668.380818 189.582
668.414238 189.586
668.44766 189.59
668.481083 189.596
668.514508 189.604
668.547934 189.507
668.581363 189.621
668.614793 189.629
668.648224 189.638
668.681657 189.646
668.715092 189.655
668.748529 189.663
668.781967 189.671
668.815407 189.68
668.848849 189.688
668.882292 189.696
668.915737 189.704
668.949184 189.708
668.982632 189.696
669.016082 189.716
669.049533 189.72
669.082987 189.724
669.116442 189.728
669.149898 189.734
669.183357 189.74
669.216817 189.726
669.250278 189.711
669.283742 189.696
669.317207 189.682
669.350673 189.667
669.384142 189.648
669.417612 189.629
669.451084 189.609
669.484557 189.591
669.518032 189.572
669.551509 189.553
669.584987 189.535
669.618467 189.52
669.651949 189.505
669.685433 189.491
669.718918 189.476
669.752404 189.461
669.785893 189.446
669.819383 189.432
669.852875 189.417
669.886368 189.402
669.919863 189.387
669.95336 189.373
669.986859 189.358
670.020359 189.343
670.053861 189.325
670.087364 327.156
670.12087 266.806
670.154376 258.501
670.187885 189.249
670.221395 189.231
670.254907 189.213
670.288421 189.198
670.321936 189.183
670.355453 189.169
670.388972 189.154
670.422492 189.14
670.456014 189.125
670.489537 189.108
670.523063 189.089
670.55659 189.07
670.590118 356.968
670.623649 189.032
670.657181 309.56
670.690714 188.995
670.72425 188.979
670.757787 188.965
670.791326 188.95
670.824866 188.936
670.858408 188.921
670.891952 188.906
670.925497 188.891
670.959044 209.42
670.992593 189.921
671.026144 188.834
671.059696 188.815
671.09325 188.796
671.126805 188.777
671.160362 188.76
671.193921 219.004
671.227482 188.753
671.261044 188.758
671.294608 201.729
671.328173 188.769
671.361741 188.774
671.39531 188.779
671.42888 188.784
671.462452 188.789
671.496026 188.794
671.529602 188.799
671.563179 227.69
671.596758 188.809
671.630339 188.81
671.663921 240.652
671.697505 188.812
671.731091 188.812
671.764679 206.152
671.798268 188.814
671.831858 188.817
671.865451 197.103
671.899045 193.549
671.932641 188.833
671.966238 188.838
671.999837 188.843
672.033438 188.848
672.067041 219.076
672.100645 188.853
672.134251 188.851
672.167858 188.852
672.201468 188.853
672.235078 188.854
672.268691 274.814
672.302305 188.861
672.335921 188.866
672.369539 188.871
672.403158 188.876
672.436779 188.882
672.470402 214.785
672.504026 188.892
672.537652 236.375
672.57128 188.902
672.604909 188.907
672.63854 188.913
672.672173 188.918
672.705808 188.923
672.739444 188.924
672.773082 188.925
672.806721 188.926
672.840362 188.927
672.874005 188.928
672.90765 188.929
672.941296 188.931
672.974944 188.936
673.008593 188.941
673.042245 188.946
673.075898 210.52
673.109552 188.956
673.143209 188.962
673.176867 188.964
673.210526 227.912
673.244188 188.951
673.277851 188.943
673.311515 188.935
673.345182 188.927
673.37885 188.918
673.41252 188.914
673.446191 188.91
673.479864 188.906
673.513539 188.902
673.547216 188.898
673.580894 188.894
673.614574 188.889
673.648255 188.881
673.681939 188.872
673.715624 188.864
673.74931 188.856
673.782999 188.847
673.816689 188.839
673.85038 188.833
673.884074 188.829
673.917769 188.825
673.951465 188.821
673.985164 188.817
674.018864 188.813
674.052566 188.809
674.086269 188.801
674.119974 188.793
674.153681 394.664
674.18739 270.267
674.2211 188.768
674.254812 188.759
674.288525 188.752
674.322241 188.748
674.355958 226.566
674.389676 194.144
674.423397 188.736
674.457119 188.732
674.490842 235.89
674.524568 188.721
674.558295 188.713
674.592023 239.678
674.625754 253.47
674.659486 188.688
674.69322 287.269
674.726955 188.671
674.760693 188.667
674.794431 188.663
674.828172 188.659
674.861914 208.304
674.895658 220.428
674.929404 188.646
674.963151 188.641
674.9969 188.633
675.030651 188.644
675.064403 188.656
675.098157 188.668
675.131913 188.681
675.16567 188.693
675.19943 188.709
675.23319 188.731
675.266953 188.753
675.300717 188.775
675.334483 188.797
675.368251 188.819
675.40202 188.841
675.435791 188.859
675.469563 188.876
675.503338 188.894
675.537114 188.912
675.570891 188.929
675.604671 188.947
675.638452 188.965
675.672235 188.987
675.706019 189.009
675.739805 189.031
675.773593 189.053
675.807383 189.075
675.841174 189.097
675.874967 189.116
675.908761 189.134
675.942558 189.152
675.976356 189.169
676.010155 189.187
676.043957 189.205
676.07776 189.222
676.111564 189.244
676.145371 189.266
676.179179 189.287
676.212989 189.309
676.2468 189.331
676.280613 189.353
676.314428 189.374
676.348245 189.392
676.382063 189.409
676.415883 189.427
676.449705 189.445
676.483528 189.462
676.517353 189.48
676.55118 189.5
676.585008 189.522
676.618838 189.544
676.65267 189.566
676.686503 189.588
676.720339 189.61
676.754176 189.632
676.788014 189.65
676.821854 189.668
676.855696 189.685
676.88954 189.703
676.923385 189.72
676.957232 189.738
676.991081 189.757
677.024931 189.779
677.058783 189.801
677.092637 211.37
677.126493 189.845
677.16035 189.867
677.194209 189.888
677.228069 189.903
677.261932 189.916
677.295795 189.929
677.329661 189.942
677.363528 189.955
677.397397 189.968
677.431268 189.981
677.465141 189.998
677.499015 190.015
677.53289 190.032
677.566768 190.05
677.600647 190.067
677.634528 190.084
677.668411 190.101
677.702295 190.114
677.736181 190.127
677.770069 190.14
677.803958 190.153
677.837849 190.166
677.871742 190.179
677.905636 190.194
677.939532 190.211
677.97343 190.229
678.00733 190.246
678.041231 190.263
678.075134 190.281
678.109038 190.298
678.142945 190.312
678.176853 190.325
678.210762 190.338
678.244674 190.351
678.278587 190.364
678.312502 190.377
678.346418 190.391
678.380336 190.408
678.414256 190.425
678.448178 190.443
678.482101 190.458
678.516026 190.477
678.549952 280.124
678.583881 190.502
678.617811 263.073
678.651743 190.536
678.685676 190.549
678.719611 190.562
678.753548 190.575
678.787486 190.588
678.821427 190.601
678.855369 190.614
678.889312 190.627
678.923258 190.64
678.957205 267.278
678.991153 242.019
679.025104 190.68
679.059056 297.334
679.09301 190.714
679.126965 190.732
679.160922 190.749
679.194881 190.767
679.228842 190.786
679.262804 190.804
679.296768 190.819
679.330734 190.834
679.364701 190.85
679.39867 190.865
679.432641 190.88
679.466613 190.896
679.500588 190.915
679.534564 190.935
679.568541 190.954
679.60252 190.972
679.636501 190.994
679.670484 191.013
679.704468 191.032
679.738454 191.048
679.772442 191.063
679.806432 191.078
679.840423 191.079
679.874416 191.09
679.90841 191.105
679.942407 191.14
679.976405 191.155
680.010404 191.171
680.044406 191.186
680.078409 191.202
680.112413 191.217
680.14642 191.233
680.180428 191.226
680.214438 191.272
680.24845 191.292
680.282463 191.312
680.316478 191.332
680.350494 191.351
680.384513 191.37
680.418533 191.386
680.452555 191.401
680.486578 250.306
680.520603 192.157
680.55463 191.399
680.588659 191.463
680.622689 191.479
680.656721 191.489
680.690755 191.51
680.72479 191.525
680.758827 191.541
680.792866 191.557
680.826907 191.572
680.860949 191.549
680.894993 191.599
680.929038 191.631
680.963086 191.651
680.997135 191.671
681.031185 191.691
681.065238 191.71
681.099292 191.725
681.133348 191.741
681.167405 191.756
681.201464 191.77
681.235525 191.782
681.269588 191.786
681.303652 191.805
681.337718 191.816
681.371786 191.827
681.405855 191.839
681.439927 191.85
681.473999 191.862
681.508074 191.868
681.54215 191.875
681.576228 191.822
681.610308 191.92
681.644389 191.936
681.678472 191.951
681.712557 191.967
681.746644 191.982
681.780732 191.993
681.814822 191.987
681.848913 192.016
681.883007 191.909
681.917102 192.039
681.951198 192.05
681.985297 192.062
682.019397 192.073
682.053499 281.338
682.087602 192.096
682.121707 192.105
682.155814 192.119
682.189923 192.13
682.224033 192.145
682.258145 192.124
682.292259 192.172
682.326375 192.187
682.360492 192.204
682.394611 192.224
682.428731 192.23
682.462853 192.242
682.496977 192.206
682.531103 192.26
682.565231 192.227
682.59936 192.296
682.633491 192.176
682.667623 192.304
682.701757 192.306
682.735893 192.247
682.770031 192.353
682.80417 192.364
682.838311 192.376
682.872454 192.387
682.906599 192.352
682.940745 3184.99
682.974893 192.421
683.009042 192.433
683.043194 1491.22
683.077347 192.454
683.111501 192.378
683.145658 6015.67
683.179816 1584.59
683.213976 192.51
683.248137 192.52
683.2823 192.529
683.316465 285.896
683.350632 192.545
683.3848 277.407
683.418971 192.554
683.453142 913.734
683.487316 192.459
683.521491 192.569
683.555668 192.552
683.589847 2470.35
683.624027 6036.05
683.658209 192.588
683.692393 319.84
683.726578 192.598
683.760766 251.98
683.794954 290.153
683.829145 192.618
683.863337 192.627
683.897531 192.636
683.931727 192.636
683.965925 192.624
684.000124 192.657
684.034325 192.616
684.068527 192.664
684.102731 192.525
684.136937 193.336
684.171145 416.556
684.205354 569.953
684.239566 192.699
684.273778 192.668
684.307993 192.693
684.342209 192.714
684.376427 2311.15
684.410647 192.633
684.444868 192.67
684.479091 192.732
684.513316 192.743
684.547543 192.722
684.581771 192.762
684.616001 192.761
684.650233 192.705
684.684466 192.764
684.718701 192.775
684.752938 192.746
684.787176 192.716
684.821416 192.81
684.855658 192.815
684.889902 192.82
684.924147 192.824
684.958394 192.723
684.992643 192.827
685.026894 192.839
685.061146 192.843
685.0954 192.848
685.129655 192.852
685.163913 192.858
685.198172 345.292
685.232433 192.903
685.266695 451.179
685.300959 192.964
685.335225 192.994
685.369493 193.025
685.403762 193.052
685.438033 193.051
685.472306 193.105
685.50658 193.048
685.540857 192.987
685.575135 192.988
685.609414 193.204
685.643695 193.24
685.677979 193.27
685.712263 193.301
685.74655 193.327
685.780838 193.333
685.815128 193.392
685.849419 193.383
685.883713 193.438
685.918008 193.474
685.952305 193.492
685.986603 193.496
686.020903 193.52
686.055205 193.561
686.089509 193.596
686.123814 193.581
686.158121 193.657
686.19243 193.674
686.22674 193.607
686.261053 193.686
686.295366 193.757
686.329682 193.776
686.363999 193.769
686.398318 193.82
686.432639 193.842
686.466962 2095.16
686.501286 193.828
686.535612 193.883
686.56994 15005.2
686.604269 1147.9
686.6386 193.885
686.672933 345.91
686.707267 303.645
686.741603 193.776
686.775941 193.408
686.810281 193.652
686.844622 193.401
686.878966 190.652
686.91331 102.63
686.947657 128.339
686.982005 138.099
687.016355 175.265
687.050707 233.257
687.08506 62.789
687.119415 168.169
687.153772 161.639
687.188131 65.5479
687.222491 181.668
687.256853 172.445
687.291217 1843.59
687.325582 96.1787
687.359949 183.155
687.394318 150.155
687.428689 122.683
687.463061 100.837
687.497435 163.203
687.531811 183.136
687.566188 95.7691
687.600567 179.14
687.634948 146.668
687.669331 120.18
687.703715 185.61
687.738101 110.923
687.772489 169.797
687.806878 189.035
687.84127 152.97
687.875662 125.706
687.910057 186.98
687.944453 116.958
687.978852 244.188
688.013251 229.443
688.047653 190.958
688.082056 127.208
688.116461 175.639
688.150868 190.621
688.185276 141.192
688.219686 284.6
688.254098 193.975
688.288512 1086.95
688.322927 1066.16
688.357344 194.458
688.391763 249.576
688.426183 338.24
688.460605 328.952
688.495029 194.141
688.529455 259.562
688.563882 126.247
688.598311 181.762
688.632742 193.798
688.667174 194.122
688.701609 192.224
688.736045 185.555
688.770482 113.363
688.804922 313.628
688.839363 173.109
688.873806 107.341
688.90825 284.361
688.942696 191.585
688.977144 191.735
689.011594 192.804
689.046046 186.677
689.080499 101.685
689.114954 3663.36
689.14941 179.681
689.183869 91.4334
689.218329 185.956
689.25279 191.651
689.287254 192.504
689.321719 193.987
689.356186 190.292
689.390655 187.564
689.425125 95.3016
689.459597 181.512
689.494071 172.835
689.528547 93.6751
689.563024 188.84
689.597503 451.891
689.631984 192.048
689.666466 414.492
689.70095 194.066
689.735436 191.019
689.769924 171.39
689.804413 108.622
689.838904 184.728
689.873397 115.263
689.907892 158.373
689.942388 191.8
689.976886 193.241
690.011386 194.77
690.045887 194.933
690.08039 194.115
690.114895 194.058
690.149402 188.859
690.18391 104.22
690.21842 185.518
690.252932 536.185
690.287445 2660.1
690.321961 190.9
690.356478 193.874
690.390996 195.003
690.425517 308.184
690.460039 194.52
690.494563 194.28
690.529088 210.081
690.563616 363.311
690.598145 114.507
690.632675 185.778
690.667208 180.739
690.701742 116.756
690.736278 191.329
690.770816 194.04
690.805355 193.664
690.839896 195.589
690.874439 194.656
690.908984 194.99
690.94353 194.453
690.978078 195.171
691.012628 191.079
691.047179 124.608
691.081733 192.081
691.116288 153.712
691.150844 158.359
691.185403 194.674
691.219963 194.174
691.254525 254.408
691.289088 194.747
691.323654 236.483
691.358221 195.775
691.392789 194.665
691.42736 196.094
691.461932 4915.06
691.496506 148.888
691.531082 180.096
691.565659 191.787
691.600238 136.295
691.634819 192.811
691.669402 195.632
691.703986 196.395
691.738572 194.739
691.77316 196.203
691.80775 196.573
691.842341 195.11
691.876934 196.452
691.911528 196.438
691.946125 194.352
691.980723 189.487
692.015323 154.809
692.049925 194.975
692.084528 150.586
692.119133 191.779
692.15374 196.599
692.188348 196.798
692.222959 195.94
692.257571 196.765
692.292184 196.58
692.3268 317.572
692.361417 196.449
692.396036 196.278
692.430657 194.443
692.465279 196.392
692.499903 9318.33
692.534529 161.931
692.569157 195.691
692.603786 160.38
692.638417 416.602
692.67305 196.636
692.707684 196.785
692.742321 196.497
692.776959 197.255
692.811598 197.236
692.84624 194.839
692.880883 194.432
692.915528 308.881
692.950175 196.764
692.984823 197.335
693.019473 272.534
693.054125 174.456
693.088778 245.199
693.123434 217.291
693.158091 169.931
693.19275 193.037
693.22741 197.223
693.262072 195.742
693.296736 197.142
693.331402 193.728
693.366069 194.194
693.400739 194.245
693.435409 197.4
693.470082 197.564
693.504757 197.388
693.539433 191.141
693.57411 189.029
693.60879 196.736
693.643471 182.817
693.678154 197.428
693.712839 182.05
693.747526 196.137
693.782214 195.581
693.816904 197.637
693.851596 197.751
693.886289 197.5
693.920984 197.523
693.955681 289.253
693.99038 196.4
694.02508 259.85
694.059782 197.558
694.094486 197.656
694.129192 4252.1
694.163899 251.086
694.198608 183.974
694.233319 187.173
694.268031 356.14
694.302746 184.081
694.337462 196.055
694.372179 197.266
694.406899 294.688
694.44162 192.06
694.476343 197.793
694.511068 197.84
694.545794 196.401
694.580522 182.881
694.615252 197.61
694.649984 197.8
694.684717 198.017
694.719452 198.06
694.754189 198.128
694.788928 198.108
694.823668 197.976
694.85841 194.413
694.893154 197.781
694.927899 182.902
694.962647 183.265
694.997396 197.533
695.032146 197.98
695.066899 197.058
695.101653 11536.5
695.136409 197.675
695.171167 197.732
695.205926 198.198
695.240687 197.857
695.27545 192.585
695.310215 196.247
695.344981 433.61
695.379749 303.425
695.414519 197.81
695.449291 198.209
695.484064 271.991
695.518839 197.663
695.553616 188.262
695.588395 195.4
695.623175 198.296
695.657957 210.966
695.692741 201.34
695.727526 261.918
695.762314 260.534
695.797102 238.168
695.831893 230.896
695.866686 262.301
695.90148 198.097
695.936276 305.595
695.971074 198.378
696.005873 198.053
696.040674 240.091
696.075477 254.163
696.110282 199.94
696.145088 186.11
696.179896 226.908
696.214706 198.373
696.249518 197.74
696.284331 273.002
696.319146 179.911
696.353963 248.009
696.388781 198.391
696.423602 198.541
696.458424 219.431
696.493248 232.301
696.528073 198.573
696.5629 235.622
696.597729 198.542
696.63256 194.913
696.667393 197.17
696.702227 276.617
696.737063 198.614
696.771901 198.682
696.80674 200.267
696.841581 489.626
696.876424 198.501
696.911269 198.729
696.946115 198.518
696.980964 198.637
697.015813 198.7
697.050665 198.762
697.085519 198.723
697.120374 198.764
697.155231 198.769
