wavelength(nm) ph/sec/arcsec^2/um/m^2
1721.76998 629.675
1721.85607 629.826
1721.94216 631.593
1722.02826 628.023
1722.11437 623.736
1722.20048 9488.76
1722.28659 611.027
1722.3727 619.787
1722.45883 628.175
1722.54495 627.433
1722.63108 611.355
1722.71721 617.167
1722.80335 617.431
1722.88949 615.41
1722.97564 638.719
1723.06179 621.129
1723.14795 617.147
1723.23411 639.242
1723.32027 611.916
1723.40644 608.501
1723.49261 585.493
1723.57879 479.219
1723.66497 604.992
1723.75115 607.785
1723.83734 610.89
1723.92354 608.619
1724.00974 616.281
1724.09594 614.306
1724.18215 604.777
1724.26836 31250
1724.35457 25566.4
1724.44079 624.584
1724.52702 553.268
1724.61324 570.487
1724.69948 605.391
1724.78571 501330
1724.87196 558.551
1724.9582 494434
1725.04445 602.885
1725.13071 607.083
1725.21697 606.751
1725.30323 605.704
1725.3895 603.885
1725.47577 593.849
1725.56204 606.031
1725.64832 602.118
1725.73461 18005
1725.8209 18076.2
1725.90719 599.898
1725.99349 592.783
1726.07979 590.75
1726.1661 566.137
1726.25241 558.832
1726.33872 596.745
1726.42504 595.694
1726.51136 598.386
1726.59769 597.201
1726.68402 593.778
1726.77036 597.831
1726.8567 596.713
1726.94304 590.614
1727.02939 567.949
1727.11575 590.961
1727.20211 587.667
1727.28847 589.434
1727.37483 575.7
1727.46121 592.061
1727.54758 592.328
1727.63396 582.906
1727.72034 588.839
1727.80673 589.966
1727.89312 583.268
1727.97952 585.603
1728.06592 584.17
1728.15233 583.778
1728.23874 105985
1728.32515 105592
1728.41157 574.954
1728.49799 549.805
1728.58442 554.806
1728.67085 582.287
1728.75729 580.634
1728.84373 554.34
1728.93017 522.603
1729.01662 577.563
1729.10307 580.58
1729.18953 573.745
1729.27599 574.821
1729.36246 576.965
1729.44893 577.045
1729.5354 577.167
1729.62188 573.07
1729.70837 577.604
1729.79485 576.122
1729.88134 576.62
1729.96784 574.553
1730.05434 572.985
1730.14085 573.548
1730.22736 569.212
1730.31387 99791.5
1730.40039 6623.77
1730.48691 566.33
1730.57344 565.034
1730.65997 559.825
1730.7465 565.855
1730.83304 563.407
1730.91959 550.34
1731.00613 561.887
1731.09269 566.818
1731.17924 563.817
1731.2658 566.264
1731.35237 565.11
1731.43894 564.192
1731.52551 561.236
1731.61209 562.233
1731.69867 556.144
1731.78526 557.166
1731.87185 551.635
1731.95845 495.663
1732.04505 440.285
1732.13165 541.044
1732.21826 545.457
1732.30487 520.423
1732.39149 391.306
1732.47811 523.304
1732.56474 550.468
1732.65137 553.758
1732.73801 554.492
1732.82464 552.622
1732.91129 552.217
1732.99794 552.934
1733.08459 524098
1733.17124 551.932
1733.2579 550.815
1733.34457 549.752
1733.43124 549.148
1733.51791 549.843
1733.60459 549.678
1733.69127 547.867
1733.77796 544.725
1733.86465 542.337
1733.95135 546.066
1734.03805 545.051
1734.12475 544.919
1734.21146 544.694
1734.29817 533.802
1734.38489 542.268
1734.47161 542.203
1734.55834 540.775
1734.64507 541.372
1734.7318 533.615
1734.81854 536.894
1734.90528 538.636
1734.99203 532.374
1735.07878 97980.8
1735.16554 97907.5
1735.2523 536.649
1735.33906 535.415
1735.42583 533.494
1735.51261 532.068
1735.59938 485.778
1735.68617 482.208
1735.77295 528.978
1735.85974 527.929
1735.94654 236888
1736.03334 511.598
1736.12014 449.465
1736.20695 519.466
1736.29376 524.373
1736.38058 526.334
1736.4674 526.801
1736.55423 524.439
1736.64106 497.577
1736.72789 469.844
1736.81473 485.789
1736.90157 478.463
1736.98842 519.033
1737.07527 522.348
1737.16213 523.712
1737.24899 523.468
1737.33585 523.025
1737.42272 521.999
1737.50959 521.036
1737.59647 519.577
1737.68335 520.18
1737.77024 519.932
1737.85713 516.323
1737.94402 509.105
1738.03092 515.592
1738.11783 511.338
1738.20474 515.115
1738.29165 193957
1738.37856 511.699
1738.46549 192651
1738.55241 512.763
1738.63934 486000
1738.72628 485653
1738.81321 510.283
1738.90016 506.713
1738.9871 511.463
1739.07406 511.339
1739.16101 510.72
1739.24797 510.051
1739.33494 508.131
1739.4219 506.76
1739.50888 504.045
1739.59586 506.918
1739.68284 502.76
1739.76982 470.018
1739.85681 441.9
1739.94381 500.4
1740.03081 498.353
1740.11781 499.502
1740.20482 501.335
1740.29183 491.965
1740.37885 500.337
1740.46587 499.13
1740.5529 500.338
1740.63993 499.525
1740.72696 499.038
1740.814 498.506
1740.90104 496.661
1740.98809 495.447
1741.07514 493.706
1741.1622 482.994
1741.24926 402.119
1741.33632 433.093
1741.42339 485.641
1741.51046 490.107
1741.59754 477.717
1741.68462 457.635
1741.77171 482.44
1741.8588 481.903
1741.9459 489.014
1742.033 485.296
1742.1201 488.57
1742.20721 485.827
1742.29432 486.252
1742.38144 488.643
1742.46856 488.082
1742.55568 487.511
1742.64281 486.92
1742.72995 393902
1742.81709 485.843
1742.90423 484.1
1742.99138 482.223
1743.07853 480.456
1743.16569 483.105
1743.25285 483.431
1743.34001 482.544
1743.42718 481.518
1743.51435 479.546
1743.60153 478.873
1743.68871 479.799
1743.7759 479.19
1743.86309 478.271
1743.95029 477.299
1744.03749 476.85
1744.12469 475.421
1744.2119 472.987
1744.29911 470.095
1744.38633 435.838
1744.47355 396.586
1744.56078 462.083
1744.64801 469.095
1744.73524 471.021
1744.82248 470.981
1744.90972 470.069
1744.99697 1.13086e+06
1745.08422 468.461
1745.17148 468.033
1745.25874 468.796
1745.346 468.109
1745.43327 466.034
1745.52055 466.831
1745.60783 466.242
1745.69511 463.527
1745.7824 464.804
1745.86969 463.679
1745.95698 461.05
1746.04428 459.868
1746.13159 458.074
1746.2189 455.988
1746.30621 458.292
1746.39353 456.99
1746.48085 456.433
1746.56817 451.571
1746.65551 426.961
1746.74284 389.913
1746.83018 427.609
1746.91752 446.497
1747.00487 437.824
1747.09222 383.651
1747.17958 430.607
1747.26694 412.292
1747.35431 441.823
1747.44168 432.827
1747.52905 410.627
1747.61643 444.482
1747.70381 446.992
1747.7912 447.261
1747.87859 447.98
1747.96599 447.277
1748.05339 445.455
1748.14079 445.519
1748.2282 445.428
1748.31562 443.836
1748.40303 444.072
1748.49046 443.3
1748.57788 442.101
1748.66531 441.616
1748.75275 440.552
1748.84019 440.587
1748.92763 437.828
1749.01508 438.063
1749.10254 433.715
1749.18999 435.596
1749.27745 436.467
1749.36492 434.881
1749.45239 435.096
1749.53987 433.51
1749.62734 434.378
1749.71483 433.71
1749.80232 432.814
1749.88981 430.457
1749.97731 426.971
1750.06481 31652.5
1750.15231 31667.8
1750.23982 428.996
1750.32734 428.639
1750.41485 428.036
1750.50238 426.128
1750.5899 403848
1750.67744 424.229
1750.76497 421.548
1750.85251 423.861
1750.94006 422.956
1751.02761 422.493
1751.11516 421.428
1751.20272 420.259
1751.29028 419.458
1751.37785 416.355
1751.46542 401.185
1751.55299 398.07
1751.64057 405.154
1751.72816 414.16
1751.81575 415.612
1751.90334 414.641
1751.99094 414.915
1752.07854 414.385
1752.16614 413.577
1752.25376 412.722
1752.34137 412.344
1752.42899 411.864
1752.51661 410.958
1752.60424 409.979
1752.69187 408.179
1752.77951 10851.1
1752.86715 46744.1
1752.9548 407.624
1753.04245 57350.3
1753.1301 405.885
1753.21776 405.12
1753.30542 404.837
1753.39309 404.109
1753.48076 403.565
1753.56844 402.425
1753.65612 402.241
1753.7438 401.542
1753.83149 399.61
1753.91919 398.534
1754.00689 399.362
1754.09459 396.98
1754.18229 397.504
1754.27001 397.342
1754.35772 395.618
1754.44544 395.703
1754.53317 394.771
1754.6209 393.168
1754.70863 392.018
1754.79637 391.547
1754.88411 391.06
1754.97185 389.728
1755.05961 384.046
1755.14736 405.292
1755.23512 381.455
1755.32288 386.312
1755.41065 387.27
1755.49842 385.623
1755.5862 381.954
1755.67398 385.895
1755.76177 385.158
1755.84956 384.418
1755.93735 383.886
1756.02515 383.348
1756.11296 382.626
1756.20076 381.922
1756.28858 380.713
1756.37639 380.347
1756.46421 378.791
1756.55204 378.814
1756.63987 377.628
1756.7277 374.193
1756.81554 377.033
1756.90339 372.054
1756.99123 372.677
1757.07908 374.478
1757.16694 373.829
1757.2548 372.806
1757.34267 370.771
1757.43054 391.322
1757.51841 376.184
1757.60629 369.243
1757.69417 369.273
1757.78206 369.124
1757.86995 368.347
1757.95784 367.905
1758.04574 367.224
1758.13365 366.445
1758.22156 365.006
1758.30947 364.66
1758.39739 364.384
1758.48531 363.474
1758.57324 362.924
1758.66117 360.461
1758.7491 361.018
1758.83704 360.823
1758.92499 359.428
1759.01294 359.03
1759.10089 358.505
1759.18885 357.537
1759.27681 357.166
1759.36477 356.6
1759.45274 355.915
1759.54072 355.212
1759.6287 354.507
1759.71668 353.766
1759.80467 352.654
1759.89266 352.374
1759.98066 351.8
1760.06866 351.112
1760.15667 350.221
1760.24468 346.844
1760.33269 348.822
1760.42071 347.897
1760.50873 347.348
1760.59676 346.819
1760.68479 345.855
1760.77283 345.184
1760.86087 344.626
1760.94891 345.663
1761.03696 375.517
1761.12502 346.041
1761.21308 342.137
1761.30114 341.269
1761.38921 340.514
1761.47728 339.52
1761.56535 338.67
1761.65343 338.092
1761.74152 337.413
1761.82961 336.684
1761.9177 335.88
1762.0058 334.98
1762.0939 333.352
1762.18201 334.467
1762.27012 333.698
1762.35824 332.796
1762.44636 349.704
1762.53448 345.824
1762.62261 331.191
1762.71074 330.131
1762.79888 329.22
1762.88702 329.211
1762.97517 330.881
1763.06332 363.004
1763.15148 329.807
1763.23964 326.691
1763.3278 326.965
1763.41597 324.31
1763.50414 323.866
1763.59232 323.19
1763.6805 322.075
1763.76869 321.245
1763.85688 320.494
1763.94507 318.755
1764.03327 318.871
1764.12148 316.536
1764.20968 317.436
1764.2979 316.479
1764.38611 315.578
1764.47434 316.617
1764.56256 315.902
1764.65079 314.399
1764.73903 313.824
1764.82727 312.985
1764.91551 312.464
1765.00376 301950
1765.09201 311.345
1765.18027 309.85
1765.26853 310.63
1765.35679 2.83515e+06
1765.44506 312.463
1765.53334 313.009
1765.62162 345.421
1765.7099 372.128
1765.79819 340.901
1765.88648 507.21
1765.97478 566.511
1766.06308 2966.56
1766.15138 7248.5
1766.23969 307.306
1766.32801 305.072
1766.41633 305.1
1766.50465 93010.4
1766.59298 300.165
1766.68131 299.156
1766.76964 298.344
1766.85799 300.335
1766.94633 302.119
1767.03468 296.247
1767.12303 296.661
1767.21139 947717
1767.29975 293.013
1767.38812 292.11
1767.47649 291.659
1767.56487 291.148
1767.65325 290.26
1767.74163 287.747
1767.83002 296.613
1767.91842 288.431
1768.00682 288.197
1768.09522 285.456
1768.18363 290.885
1768.27204 307.986
1768.36045 286.626
1768.44887 13534.2
1768.5373 282.656
1768.62573 282.451
1768.71416 13472.5
1768.8026 283.913
1768.89104 280.767
1768.97949 38086
1769.06794 283.47
1769.15639 282.956
1769.24485 279.211
1769.33332 277.735
1769.42179 281.569
1769.51026 295.283
1769.59874 277.684
1769.68722 283.638
1769.77571 322.487
1769.8642 346582
1769.95269 277.774
1770.04119 279.146
1770.1297 271.699
1770.21821 271.646
1770.30672 269.999
1770.39524 268.129
1770.48376 271.194
1770.57229 269.693
1770.66082 312.867
1770.74935 379.301
1770.83789 276.386
1770.92644 267.249
1771.01498 265.292
1771.10354 278.629
1771.19209 263.045
1771.28066 264.428
1771.36922 264.901
1771.45779 260.079
1771.54637 259.132
1771.63495 258.373
1771.72353 257.798
1771.81212 256.367
1771.90071 258.324
1771.98931 255.029
1772.07791 251.265
1772.16652 252.258
1772.25513 253.583
1772.34374 10762.2
1772.43236 3702.17
1772.52099 271.343
1772.60961 257.456
1772.69825 251.085
1772.78688 259.372
1772.87553 251.992
1772.96417 248.516
1773.05282 264.719
1773.14148 249.141
1773.23014 245.791
1773.3188 106163
1773.40747 7302.35
1773.49614 244.25
1773.58482 244.382
1773.6735 246.299
1773.76219 252.846
1773.85088 261.36
1773.93957 300.032
1774.02827 420.822
1774.11697 264.484
1774.20568 247.209
1774.29439 251.157
1774.38311 345.613
1774.47183 271.617
1774.56056 240.998
1774.64929 237.878
1774.73802 250.361
1774.82676 239.695
1774.91551 234.152
1775.00425 276.173
1775.09301 235.001
1775.18176 231.746
1775.27052 231.414
1775.35929 232.167
1775.44806 233.129
1775.53683 246.889
1775.62561 236.162
1775.7144 250.242
1775.80319 285.732
1775.89198 243.641
1775.98077 320.046
1776.06958 257.699
1776.15838 302.923
1776.24719 503.102
1776.33601 279.198
1776.42483 243.165
1776.51365 259.058
1776.60248 263.934
1776.69131 1210.81
1776.78015 3585.33
1776.86899 241.877
1776.95783 234.449
1777.04668 261.69
1777.13554 245.336
1777.2244 231.071
1777.31326 230.332
1777.40213 230.247
1777.491 231.106
1777.57988 231.569
1777.66876 14847.2
1777.75764 14827
1777.84653 259.67
1777.93543 256.779
1778.02433 230.828
1778.11323 232.043
1778.20214 234.197
1778.29105 247.567
1778.37997 343.746
1778.46889 277.574
1778.55781 248.001
1778.64674 254.814
1778.73568 330.209
1778.82462 618.582
1778.91356 353.924
1779.00251 262.453
1779.09146 345.443
1779.18042 288.405
1779.26938 270.709
1779.35835 236.657
1779.44732 232.314
1779.53629 230.869
1779.62527 235.019
1779.71425 232.069
1779.80324 258.023
1779.89223 236.206
1779.98123 229.346
1780.07023 228.738
1780.15924 228.64
1780.24825 230.31
1780.33726 234.351
1780.42628 234.7
1780.5153 230.006
1780.60433 230.335
1780.69337 229.635
1780.7824 228.67
1780.87144 237.804
1780.96049 265.047
1781.04954 260.593
1781.13859 228108
1781.22765 609.817
1781.31672 523.914
1781.40578 313.496
1781.49486 284.314
1781.58393 243.205
1781.67302 304.195
1781.7621 326.448
1781.85119 271.741
1781.94029 231.36
1782.02939 1350.57
1782.11849 227.939
1782.2076 227.512
1782.29671 226.946
1782.38583 227.653
1782.47495 229.276
1782.56408 260.919
1782.65321 234.26
1782.74234 226.975
1782.83148 225.801
1782.92062 3398.09
1783.00977 4879.69
1783.09892 227.077
1783.18808 1706.06
1783.27724 247.873
1783.36641 260.001
1783.45558 230.42
1783.54476 234.267
1783.63393 225.427
1783.72312 233.265
1783.81231 250.118
1783.9015 235.796
1783.9907 230.836
1784.0799 235.984
1784.1691 267.15
1784.25832 437.178
1784.34753 293.581
1784.43675 249.392
1784.52597 261.699
1784.6152 312.624
1784.70444 587.501
1784.79367 768.4
1784.88292 605.396
1784.97216 345.175
1785.06141 1610.47
1785.15067 283.757
1785.23993 243.484
1785.32919 236.29
1785.41846 2586.91
1785.50773 234.31
1785.59701 239.549
1785.68629 345.065
1785.77558 454.095
1785.86487 296.111
1785.95417 585.346
1786.04347 385.13
1786.13277 255.043
1786.22208 246.053
1786.31139 303.684
1786.40071 235.075
1786.49003 272.133
1786.57936 247.711
1786.66869 229.517
1786.75803 231.673
1786.84737 238.085
1786.93671 250.96
1787.02606 320.881
1787.11541 682.432
1787.20477 445.869
1787.29413 266.985
1787.3835 242.542
1787.47287 298.194
1787.56225 279.892
1787.65163 248.878
1787.74101 227.101
1787.8304 235.608
1787.9198 225.572
1788.0092 2.06481e+06
1788.0986 1039.13
1788.18801 419.958
1788.27742 263.619
1788.36683 223.601
1788.45625 223.238
1788.54568 224.342
1788.63511 227.469
1788.72454 244.732
1788.81398 516.463
1788.90342 345.422
1788.99287 232.124
1789.08232 795.29
1789.17178 793.531
1789.26124 221.607
1789.35071 221.424
1789.44017 221.417
1789.52965 220.989
1789.61913 220.964
1789.70861 220.939
1789.7981 219.822
1789.88759 220.949
1789.97709 218.845
1790.06659 222.711
1790.15609 221.824
1790.2456 227.566
1790.33512 257.626
1790.42464 572.036
1790.51416 323.056
1790.60369 240.046
1790.69322 246.554
1790.78276 394.35
1790.8723 486.861
1790.96185 331.502
1791.0514 274.713
1791.14095 251.866
1791.23051 238.236
1791.32007 292.72
1791.40964 589.173
1791.49921 308.019
1791.58879 234.852
1791.67837 227.552
1791.76796 227.974
1791.85755 336.375
1791.94715 346.538
1792.03675 394.045
1792.12635 274.181
1792.21596 307.805
1792.30557 488.291
1792.39519 300.548
1792.48481 283
1792.57444 249.931
1792.66407 342.725
1792.7537 694.494
1792.84334 311.338
1792.93299 244.787
1793.02264 235.728
1793.11229 235.731
1793.20195 241.913
1793.29161 264.825
1793.38128 377.149
1793.47095 858.169
1793.56062 411.457
1793.6503 311.695
1793.73999 299.187
1793.82968 448.584
1793.91937 849.975
1794.00907 520.741
1794.09877 299.886
1794.18848 274.889
1794.27819 321.991
1794.36791 243.582
1794.45763 239.689
1794.54735 276.82
1794.63708 247.498
1794.72682 240.915
1794.81656 287.051
1794.9063 239.264
1794.99605 242.818
1795.0858 268.577
1795.17556 400.133
1795.26532 838.358
1795.35508 496.456
1795.44485 279.364
1795.53463 246.895
1795.62441 235.111
1795.71419 232.353
1795.80398 235.729
1795.89377 243.455
1795.98357 346.908
1796.07337 670.599
1796.16317 363.466
1796.25298 358.825
1796.3428 617.434
1796.43262 264.396
1796.52244 236.709
1796.61227 239.269
1796.7021 252.743
1796.79194 311.879
1796.88178 689.615
1796.97163 819.318
1797.06148 651.605
1797.15133 317.439
1797.24119 257.716
1797.33106 239.731
1797.42093 233.687
1797.5108 264.761
1797.60068 275.292
1797.69056 243.071
1797.78045 232.711
1797.87034 241.435
1797.96023 271.132
1798.05014 460.15
1798.14004 766.276
1798.22995 382.993
1798.31986 264.21
1798.40978 238.813
1798.4997 229.594
1798.58963 226.384
1798.67956 225.417
1798.7695 224.968
1798.85944 225.2
1798.94938 226.436
1799.03933 227.187
1799.12929 228.364
1799.21925 241.886
1799.30921 235.134
1799.39918 2.17471e+06
1799.48915 251.339
1799.57913 274.604
1799.66911 439.903
1799.75909 762.787
1799.84908 803.652
1799.93908 619.617
1800.02908 564.49
1800.11908 415.141
1800.20909 484.553
1800.2991 489.959
1800.38912 875.457
1800.47914 940.226
1800.56917 533.731
1800.6592 372.714
1800.74923 342.847
1800.83927 426.815
1800.92932 737.675
1801.01937 854.992
1801.10942 864.609
1801.19948 1054.79
1801.28954 779.848
1801.37961 486.847
1801.46968 389.348
1801.55975 454.784
1801.64983 814.133
1801.73992 504.154
1801.83001 350.503
1801.9201 394.116
1802.0102 370.69
1802.1003 494.732
1802.19041 906.738
1802.28052 951.906
1802.37064 535.266
1802.46076 383.266
1802.55088 379.821
1802.64101 551.281
1802.73115 1000.15
1802.82129 788.949
1802.91143 550.282
1803.00158 305.041
1803.09173 273.367
1803.18189 264.888
1803.27205 586.881
1803.36221 352.582
1803.45238 808.039
1803.54256 553.865
1803.63274 666.734
1803.72292 334.942
1803.81311 354.489
1803.9033 766.165
1803.9935 689.499
1804.0837 316.355
1804.17391 261.755
1804.26412 258.484
1804.35434 259.462
1804.44456 323.225
1804.53478 460.428
1804.62501 405.116
1804.71524 521.636
1804.80548 252.821
1804.89572 240.91
1804.98597 243.412
1805.07622 245.692
1805.16648 248.027
1805.25674 255.248
1805.347 269.418
1805.43727 300.272
1805.52755 397.009
1805.61783 820.627
1805.70811 880.44
1805.7984 660.746
1805.88869 799.039
1805.97899 501.826
1806.06929 632.885
1806.15959 940.484
1806.2499 1149.31
1806.34022 1035.99
1806.43054 1018.54
1806.52086 901.079
1806.61119 612.588
1806.70152 817.56
1806.79186 392466
1806.8822 339.266
1806.97255 337.489
1807.0629 329.844
1807.15325 335.189
1807.24361 422.974
1807.33398 849.172
1807.42435 1096.61
1807.51472 633.057
1807.6051 499.333
1807.69548 906.548
1807.78587 735.527
1807.87626 365.805
1807.96666 310.041
1808.05706 292.235
1808.14746 258.933
1808.23787 252.387
1808.32829 254.016
1808.4187 266.104
1808.50913 362.928
1808.59956 842.987
1808.68999 355.526
1808.78042 316.57
1808.87087 409.73
1808.96131 816.629
1809.05176 1043.13
1809.14222 517.392
1809.23268 333.985
1809.32314 290.519
1809.41361 282.578
1809.50408 443.102
1809.59456 403.076
1809.68504 284.663
1809.77553 260.848
1809.86602 265.272
1809.95651 289.111
1810.04701 445.827
1810.13752 368.088
1810.22803 356.26
1810.31854 478.001
1810.40906 914.117
1810.49958 1131.88
1810.59011 1060.07
1810.68064 595.405
1810.77118 534.651
1810.86172 755.974
1810.95226 1169.85
1811.04281 1011.86
1811.13337 979.773
1811.22393 1209.59
1811.31449 914.199
1811.40506 555.747
1811.49563 417.507
1811.58621 363.614
1811.67679 348.208
1811.76738 589780
1811.85797 334552
1811.94856 116742
1812.03916 806.267
1812.12977 1150.17
1812.22037 1013.2
1812.31099 610.272
1812.40161 490.751
1812.49223 500.464
1812.58285 637.541
1812.67349 1065.88
1812.76412 1209.23
1812.85476 1224.3
1812.94541 1249.78
1813.03606 1080.8
1813.12671 728.897
1813.21737 526.985
1813.30803 458.498
1813.3987 430.619
1813.48937 439.4
1813.58005 712.299
1813.67073 1063.75
1813.76142 528.565
1813.85211 358.945
1813.9428 315.905
1814.0335 299.177
1814.1242 291.933
1814.21491 303.127
1814.30563 302.747
1814.39634 297.099
1814.48707 303.77
1814.57779 316.853
1814.66852 341.356
1814.75926 394.418
1814.85 517.051
1814.94074 941.146
1815.03149 1172.52
1815.12225 702.373
1815.21301 584.277
1815.30377 654.937
1815.39454 839.946
1815.48531 1113.96
1815.57608 1301.94
1815.66687 1318.36
1815.75765 1262.71
1815.84844 1027.4
1815.93924 779.263
1816.03004 628.121
1816.12084 586.1
1816.21165 705.365
1816.30246 1142.1
1816.39328 1158.68
1816.4841 675.757
1816.57493 479.943
1816.66576 430.651
1816.75659 432.58
1816.84743 529.029
1816.93828 924.966
1817.02913 1278.84
1817.11998 807.867
1817.21084 682.208
1817.3017 955.614
1817.39257 444.377
1817.48344 355.468
1817.57432 347.894
1817.6652 400.915
1817.75608 337.404
1817.84697 345.898
1817.93787 375.355
1818.02877 408.112
1818.11967 450.572
1818.21058 524.925
1818.30149 652.175
1818.39241 981.644
1818.48333 1318.77
1818.57426 1265.34
1818.66519 1047.38
1818.75612 1273.98
1818.84706 1038.79
1818.93801 625.552
1819.02896 490.708
1819.11991 443.796
1819.21087 428.393
1819.30183 446.928
1819.3928 469.281
1819.48377 480.427
1819.57475 531.253
1819.66573 868.896
1819.75672 754.552
1819.84771 873.118
1819.9387 870.504
1820.0297 941.892
1820.1207 1168.3
1820.21171 1273.3
1820.30272 1389.55
1820.39374 1391.53
1820.48476 1391.36
1820.57579 1412.98
1820.66682 1365.45
1820.75786 1375.99
1820.8489 1355.69
1820.93994 1142.13
1821.03099 1982.83
1821.12205 71909
1821.2131 779.531
1821.30417 819.466
1821.39523 1008.16
1821.48631 1325.18
1821.57738 1386.44
1821.66846 1119.41
1821.75955 986.609
1821.85064 986.191
1821.94173 1172.9
1822.03283 1374.6
1822.12394 1435.72
1822.21505 1324.93
1822.30616 1116.7
1822.39728 1079.69
1822.4884 819.257
1822.57953 919.664
1822.67066 1215.34
1822.76179 1418.3
1822.85293 1196.37
1822.94408 935.808
1823.03523 601.044
1823.12638 488.534
1823.21754 438.355
1823.3087 414.427
1823.39987 488.716
1823.49104 401.241
1823.58222 368.392
1823.6734 361.248
1823.76459 356.318
1823.85578 367.992
1823.94697 374.164
1824.03817 384.864
1824.12938 393.595
1824.22059 380.033
1824.3118 422.186
1824.40302 406.02
1824.49424 393.702
1824.58547 414.606
1824.6767 441.562
1824.76793 528.86
1824.85917 878.763
1824.95042 1303.27
1825.04167 816.306
1825.13292 567.496
1825.22418 535.032
1825.31545 128320
1825.40671 875.9
1825.49799 98441.2
1825.58926 668.986
1825.68055 723.987
1825.77183 815.725
1825.86312 959.992
1825.95442 1088.94
1826.04572 1250.67
1826.13702 1403.88
1826.22833 1506.94
1826.31965 1524.56
1826.41096 1526.93
1826.50229 1520.25
1826.59361 1464.06
1826.68495 1319.09
1826.77628 1251.04
1826.86762 1004.24
1826.95897 869.347
1827.05032 820.901
1827.14167 1297.69
1827.23303 649.039
1827.3244 610.431
1827.41577 588.992
1827.50714 605.539
1827.59852 771.498
1827.6899 655.169
1827.78129 991.581
1827.87268 710.125
1827.96407 761.513
1828.05547 867.278
1828.14688 1121.3
1828.23829 1436.52
1828.3297 1541.77
1828.42112 1369.24
1828.51255 1122.21
1828.60397 1076.61
1828.69541 1181.34
1828.78684 1389.22
1828.87828 1530.95
1828.96973 1575.12
1829.06118 1529.85
1829.15264 1362.36
1829.2441 1123.9
1829.33556 942.737
1829.42703 1919.92
1829.5185 1969.55
1829.60998 794.047
1829.70146 860.688
1829.79295 930.086
1829.88444 1083.85
1829.97594 1310.3
1830.06744 1511.94
1830.15895 1597.14
1830.25046 1537.3
1830.34197 1356.88
1830.43349 1145.81
1830.52502 1003.79
1830.61654 945.391
1830.70808 950.526
1830.79961 1018.19
1830.89116 1182.93
1830.9827 1378.54
1831.07426 1501.28
1831.16581 1605.23
1831.25737 1624.98
1831.34894 1598.34
1831.44051 1486.8
1831.53208 1314.18
1831.62366 1129.28
1831.71524 982.477
1831.80683 882.605
1831.89842 856.815
1831.99002 902.709
1832.08162 812.689
1832.17323 815.009
1832.26484 892.035
1832.35646 1012.2
1832.44808 1194.93
1832.5397 1429.52
1832.63133 1606.69
1832.72296 1646.31
1832.8146 1544.89
1832.90625 1621.44
1832.99789 2057.02
1833.08955 1004.13
1833.1812 1256.72
1833.27286 1385.27
1833.36453 992.954
1833.4562 857.295
1833.54787 923.899
1833.63955 739.797
1833.73124 709.291
1833.82293 747.63
1833.91462 736.195
1834.00632 948.704
1834.09802 1420.68
1834.18973 953.286
1834.28144 897.354
1834.37316 1233.42
1834.46488 1387.43
1834.5566 1272.57
1834.64833 1348.27
1834.74007 1307.76
1834.83181 1499.14
1834.92355 1645.51
1835.0153 1674.9
1835.10705 1707.4
1835.19881 1663.67
1835.29057 1595.96
1835.38234 1524.08
1835.47411 1318.97
1835.56589 1233.71
1835.65767 1243.39
1835.74945 1456.1
1835.84124 1623.38
1835.93304 1502.79
1836.02484 1508.39
1836.11664 1608.37
1836.20845 1697.77
1836.30026 1734.88
1836.39208 1714.53
1836.4839 1723.96
1836.57573 1698.49
1836.66756 1570.6
1836.75939 1429.66
1836.85123 1314.69
1836.94308 1247.76
1837.03493 1235.79
1837.12678 1312.09
1837.21864 1376.34
1837.3105 1498.06
1837.40237 1655.78
1837.49424 1750.65
1837.58612 1712.98
1837.678 1655.27
1837.76989 1693.9
1837.86178 1755.46
1837.95367 1771.29
1838.04557 1736.44
1838.13748 1653.31
1838.22939 1538.26
1838.3213 1434.15
1838.41322 1403.86
1838.50514 1482.84
1838.59707 1609.94
1838.689 1254.06
1838.78094 1137.93
1838.87288 1080.47
1838.96483 1058.03
1839.05678 1052.71
1839.14873 1091.97
1839.24069 1170.82
1839.33266 1234.93
1839.42463 1330.69
1839.5166 1449.02
1839.60858 1582.35
1839.70056 1714.71
1839.79255 1756.21
1839.88454 1805.56
1839.97654 1818.43
1840.06854 1791.23
1840.16054 1731.48
1840.25255 1670.68
1840.34457 1667.2
1840.43659 1788.58
1840.52861 1747.14
1840.62064 1557.92
1840.71267 1352.18
1840.80471 1310.99
1840.89675 1229.15
1840.9888 1212.37
1841.08085 1249.92
1841.17291 1347.2
1841.26497 1433.62
1841.35704 1567.83
1841.44911 1719.14
1841.54118 1830.03
1841.63326 1839.1
1841.72534 1771.66
1841.81743 1759.08
1841.90953 1811.88
1842.00162 1858.86
1842.09373 1864.1
1842.18583 1823.88
1842.27794 1754.99
1842.37006 1718.77
1842.46218 1812.12
1842.55431 1832.43
1842.64644 1836.73
1842.73857 1647.94
1842.83071 1419.67
1842.92286 1273.53
1843.015 1175.19
1843.10716 1062.18
1843.19931 1021.49
1843.29148 1041.66
1843.38364 34451.9
1843.47581 1591.24
1843.56799 1804.35
1843.66017 1465.52
1843.75236 1198.59
1843.84455 1112.31
1843.93674 1394.7
1844.02894 1815.81
1844.12114 1587.93
