wavelength(nm) transmission
1762.88702 0.945705
1762.97517 0.900457
1763.06332 0.47889
1763.15148 0.883537
1763.23964 0.958864
1763.3278 0.937367
1763.41597 0.979403
1763.50414 0.974437
1763.59232 0.973283
1763.6805 0.983348
1763.76869 0.986074
1763.85688 0.986167
1763.94507 0.980981
1764.03327 0.981817
1764.12148 0.977001
1764.20968 0.984435
1764.2979 0.982437
1764.38611 0.978719
1764.47434 0.969029
1764.56256 0.963015
1764.65079 0.983196
1764.73903 0.983545
1764.82727 0.982035
1764.91551 0.978047
1765.00376 0.971999
1765.09201 0.977759
1765.18027 0.970864
1765.26853 0.972538
1765.35679 0.957315
1765.44506 0.916651
1765.53334 0.917081
1765.62162 0.645966
1765.7099 0.449382
1765.79819 0.629018
1765.88648 0.114105
1765.97478 0.0606938
1766.06308 0.584866
1766.15138 0.854193
1766.23969 0.913134
1766.32801 0.93171
1766.41633 0.92039
1766.50465 0.965581
1766.59298 0.975361
1766.68131 0.978355
1766.76964 0.979633
1766.85799 0.956951
1766.94633 0.936506
1767.03468 0.979028
1767.12303 0.964197
1767.21139 0.918677
1767.29975 0.977401
1767.38812 0.981734
1767.47649 0.984241
1767.56487 0.985661
1767.65325 0.984107
1767.74163 0.969328
1767.83002 0.925847
1767.91842 0.967343
1768.00682 0.971839
1768.09522 0.968998
1768.18363 0.941557
1768.27204 0.797091
1768.36045 0.968816
1768.44887 0.955494
1768.5373 0.977057
1768.62573 0.983764
1768.71416 0.973235
1768.8026 0.96119
1768.89104 0.982028
1768.97949 0.980384
1769.06794 0.927225
1769.15639 0.922707
1769.24485 0.964102
1769.33332 0.978846
1769.42179 0.951576
1769.51026 0.854893
1769.59874 0.966093
1769.68722 0.91602
1769.77571 0.632323
1769.8642 0.893288
1769.95269 0.94082
1770.04119 0.924496
1770.1297 0.978581
1770.21821 0.974486
1770.30672 0.96776
1770.39524 0.957897
1770.48376 0.957364
1770.57229 0.922742
1770.66082 0.704791
1770.74935 0.416129
1770.83789 0.902836
1770.92644 0.962028
1771.01498 0.970073
1771.10354 0.888086
1771.19209 0.969301
1771.28066 0.968563
1771.36922 0.959841
1771.45779 0.983977
1771.54637 0.98481
1771.63495 0.984711
1771.72353 0.984791
1771.81212 0.980188
1771.90071 0.973362
1771.98931 0.968628
1772.07791 0.961929
1772.16652 0.972132
1772.25513 0.984403
1772.34374 0.97552
1772.43236 0.968792
1772.52099 0.87796
1772.60961 0.952134
1772.69825 0.978969
1772.78688 0.931536
1772.87553 0.969996
1772.96417 0.979663
1773.05282 0.900656
1773.14148 0.957069
1773.23014 0.979163
1773.3188 0.982034
1773.40747 0.981487
1773.49614 0.978107
1773.58482 0.976368
1773.6735 0.959885
1773.76219 0.900591
1773.85088 0.869307
1773.93957 0.716723
1774.02827 0.319383
1774.11697 0.852543
1774.20568 0.939154
1774.29439 0.912293
1774.38311 0.501366
1774.47183 0.810795
1774.56056 0.953014
1774.64929 0.962173
1774.73802 0.898712
1774.82676 0.941844
1774.91551 0.946997
1775.00425 0.788079
1775.09301 0.953402
1775.18176 0.969811
1775.27052 0.968441
1775.35929 0.959907
1775.44806 0.951313
1775.53683 0.884713
1775.62561 0.96345
1775.7144 0.903963
1775.80319 0.7531
1775.89198 0.922279
1775.98077 0.649021
1776.06958 0.855965
1776.15838 0.684679
1776.24719 0.187889
1776.33601 0.768794
1776.42483 0.926661
1776.51365 0.865955
1776.60248 0.836452
1776.69131 0.962078
1776.78015 0.959252
1776.86899 0.929423
1776.95783 0.964601
1777.04668 0.855491
1777.13554 0.919388
1777.2244 0.976731
1777.31326 0.980468
1777.40213 0.980815
1777.491 0.971893
1777.57988 0.951337
1777.66876 0.979124
1777.75764 0.975426
1777.84653 0.85016
1777.93543 0.855097
1778.02433 0.964921
1778.11323 0.971545
1778.20214 0.961332
1778.29105 0.903658
1778.37997 0.519829
1778.46889 0.76077
1778.55781 0.897185
1778.64674 0.867219
1778.73568 0.610308
1778.82462 0.0771811
1778.91356 0.545401
1779.00251 0.845076
1779.09146 0.603454
1779.18042 0.764784
1779.26938 0.824454
1779.35835 0.947645
1779.44732 0.966741
1779.53629 0.972212
1779.62527 0.951393
1779.71425 0.967121
1779.80324 0.858892
1779.89223 0.947586
1779.98123 0.97554
1780.07023 0.978637
1780.15924 0.97788
1780.24825 0.971788
1780.33726 0.952004
1780.42628 0.947482
1780.5153 0.971926
1780.60433 0.96989
1780.69337 0.955271
1780.7824 0.931531
1780.87144 0.939752
1780.96049 0.844688
1781.04954 0.855293
1781.13859 0.459114
1781.22765 0.10203
1781.31672 0.243313
1781.40578 0.679271
1781.49486 0.789961
1781.58393 0.920481
1781.67302 0.742319
1781.7621 0.673702
1781.85119 0.828611
1781.94029 0.964311
1782.02939 0.972644
1782.11849 0.975482
1782.2076 0.97428
1782.29671 0.974759
1782.38583 0.97475
1782.47495 0.969187
1782.56408 0.846193
1782.65321 0.950755
1782.74234 0.975132
1782.83148 0.975547
1782.92062 0.977179
1783.00977 0.978922
1783.09892 0.975497
1783.18808 0.935937
1783.27724 0.891148
1783.36641 0.851157
1783.45558 0.958084
1783.54476 0.941701
1783.63393 0.950654
1783.72312 0.951105
1783.81231 0.884698
1783.9015 0.940885
1783.9907 0.958899
1784.0799 0.932181
1784.1691 0.828664
1784.25832 0.453796
1784.34753 0.774816
1784.43675 0.885155
1784.52597 0.852638
1784.6152 0.696859
1784.70444 0.168698
1784.79367 0.0136222
1784.88292 0.154538
1784.97216 0.586098
1785.06141 0.564259
1785.15067 0.767121
1785.23993 0.910668
1785.32919 0.934578
1785.41846 0.940596
1785.50773 0.944079
1785.59701 0.930177
1785.68629 0.669067
1785.77558 0.401015
1785.86487 0.763752
1785.95417 0.219124
1786.04347 0.57005
1786.13277 0.880193
1786.22208 0.904935
1786.31139 0.748601
1786.40071 0.940631
1786.49003 0.803336
1786.57936 0.882969
1786.66869 0.941002
1786.75803 0.951421
1786.84737 0.932259
1786.93671 0.894869
1787.02606 0.703934
1787.11541 0.118803
1787.20477 0.455703
1787.29413 0.845934
1787.3835 0.918824
1787.47287 0.766591
1787.56225 0.78834
1787.65163 0.894294
1787.74101 0.961241
1787.8304 0.929315
1787.9198 0.965342
1788.0092 0.964354
1788.0986 0.974782
1788.18801 0.974012
1788.27742 0.975438
1788.36683 0.970283
1788.45625 0.967052
1788.54568 0.96546
1788.63511 0.961849
1788.72454 0.911285
1788.81398 0.34084
1788.90342 0.683003
1788.99287 0.945529
1789.08232 0.968635
1789.17178 0.972891
1789.26124 0.971071
1789.35071 0.971594
1789.44017 0.976882
1789.52965 0.978351
1789.61913 0.978194
1789.70861 0.975138
1789.7981 0.964733
1789.88759 0.968077
1789.97709 0.94135
1790.06659 0.966485
1790.15609 0.932337
1790.2456 0.922811
1790.33512 0.850887
1790.42464 0.28021
1790.51416 0.703402
1790.60369 0.885987
1790.69322 0.849713
1790.78276 0.534127
1790.8723 0.346044
1790.96185 0.637135
1791.0514 0.782308
1791.14095 0.842004
1791.23051 0.921064
1791.32007 0.769145
1791.40964 0.290105
1791.49921 0.763006
1791.58879 0.936256
1791.67837 0.953839
1791.76796 0.95298
1791.85755 0.705826
1791.94715 0.691562
1792.03675 0.588894
1792.12635 0.815788
1792.21596 0.757821
1792.30557 0.412473
1792.39519 0.752032
1792.48481 0.797874
1792.57444 0.880765
1792.66407 0.678359
1792.7537 0.159842
1792.84334 0.746522
1792.93299 0.901566
1793.02264 0.931197
1793.11229 0.930154
1793.20195 0.911417
1793.29161 0.843858
1793.38128 0.579883
1793.47095 0.0741909
1793.56062 0.502765
1793.6503 0.715804
1793.73999 0.760542
1793.82968 0.469102
1793.91937 0.0273678
1794.00907 0.369794
1794.09877 0.771568
1794.18848 0.830775
1794.27819 0.701077
1794.36791 0.905755
1794.45763 0.91304
1794.54735 0.789597
1794.63708 0.887604
1794.72682 0.909255
1794.81656 0.781432
1794.9063 0.919857
1794.99605 0.912001
1795.0858 0.849908
1795.17556 0.576065
1795.26532 0.0552479
1795.35508 0.459242
1795.44485 0.825141
1795.53463 0.900678
1795.62441 0.929814
1795.71419 0.937264
1795.80398 0.927458
1795.89377 0.910474
1795.98357 0.695588
1796.07337 0.231781
1796.16317 0.801309
1796.25298 0.696932
1796.3428 0.283885
1796.43262 0.862852
1796.52244 0.92695
1796.61227 0.920484
1796.7021 0.888451
1796.79194 0.756341
1796.88178 0.190317
1796.97163 0.0694168
1797.06148 0.251185
1797.15133 0.744251
1797.24119 0.876324
1797.33106 0.917265
1797.42093 0.930532
1797.5108 0.86934
1797.60068 0.848545
1797.69056 0.90792
1797.78045 0.931468
1797.87034 0.908563
1797.96023 0.833919
1798.05014 0.469461
1798.14004 0.0949501
1798.22995 0.579388
1798.31986 0.851179
1798.40978 0.914649
1798.4997 0.936748
1798.58963 0.944173
1798.67956 0.948245
1798.7695 0.949472
1798.85944 0.948981
1798.94938 0.945812
1799.03933 0.943076
1799.12929 0.939255
1799.21925 0.904348
1799.30921 0.925315
1799.39918 0.916808
1799.48915 0.888106
1799.57913 0.836074
1799.66911 0.513165
1799.75909 0.0957504
1799.84908 0.124907
1799.93908 0.282334
1800.02908 0.380669
1800.11908 0.545664
1800.20909 0.415802
1800.2991 0.416191
1800.38912 0.0515551
1800.47914 0.0253373
1800.56917 0.356311
1800.6592 0.628864
1800.74923 0.69236
1800.83927 0.554129
1800.92932 0.15871
1801.01937 0.0676213
1801.10942 0.0487655
1801.19948 0.000306797
1801.28954 0.108091
1801.37961 0.437797
1801.46968 0.602122
1801.55975 0.476816
1801.64983 0.0727936
1801.73992 0.4067
1801.83001 0.681754
1801.9201 0.594652
1802.0102 0.645664
1802.1003 0.439108
1802.19041 0.054125
1802.28052 0.0341334
1802.37064 0.381225
1802.46076 0.627255
1802.55088 0.634815
1802.64101 0.370266
1802.73115 0.019399
1802.82129 0.153414
1802.91143 0.598543
1803.00158 0.76308
1803.09173 0.820144
1803.18189 0.845843
1803.27205 0.846696
1803.36221 0.695304
1803.45238 0.148426
1803.54256 0.341948
1803.63274 0.236666
1803.72292 0.721943
1803.81311 0.6869
1803.9033 0.196704
1803.9935 0.273079
1804.0837 0.762226
1804.17391 0.868189
1804.26412 0.895284
1804.35434 0.892272
1804.44456 0.739773
1804.53478 0.479682
1804.62501 0.660225
1804.71524 0.52328
1804.80548 0.886007
1804.89572 0.910388
1804.98597 0.904896
1805.07622 0.898485
1805.16648 0.894278
1805.25674 0.878987
1805.347 0.853569
1805.43727 0.794979
1805.52755 0.620939
1805.61783 0.158874
1805.70811 0.1117
1805.7984 0.277341
1805.88869 0.174628
1805.97899 0.449809
1806.06929 0.274506
1806.15959 0.0381465
1806.2499 6.10589e-06
1806.34022 0.00671259
1806.43054 0.00988825
1806.52086 0.0743307
1806.61119 0.288412
1806.70152 0.101318
1806.79186 0.529285
1806.8822 0.704152
1806.97255 0.725885
1807.0629 0.742797
1807.15325 0.733201
1807.24361 0.586168
1807.33398 0.139535
1807.42435 0.00963603
1807.51472 0.305973
1807.6051 0.462414
1807.69548 0.0922179
1807.78587 0.229762
1807.87626 0.677157
1807.96666 0.774369
1808.05706 0.804091
1808.14746 0.864696
1808.23787 0.880753
1808.32829 0.883368
1808.4187 0.862779
1808.50913 0.704667
1808.59956 0.189604
1808.68999 0.712244
1808.78042 0.771364
1808.87087 0.614943
1808.96131 0.164214
1809.05176 0.0368515
1809.14222 0.463409
1809.23268 0.74085
1809.32314 0.815742
1809.41361 0.830537
1809.50408 0.561189
1809.59456 0.619498
1809.68504 0.82129
1809.77553 0.870545
1809.86602 0.862348
1809.95651 0.81518
1810.04701 0.518421
1810.13752 0.667937
1810.22803 0.701456
1810.31854 0.516521
1810.40906 0.106108
1810.49958 0.00194112
1810.59011 0.0374794
1810.68064 0.364129
1810.77118 0.438509
1810.86172 0.203228
1810.95226 0.00424627
1811.04281 0.0354793
1811.13337 0.0424353
1811.22393 0.0001434
1811.31449 0.0929878
1811.40506 0.416652
1811.49563 0.611832
1811.58621 0.696098
1811.67679 0.7194
1811.76738 0.714515
1811.85797 0.632414
1811.94856 0.265229
1812.03916 0.140025
1812.12977 0.00862196
1812.22037 0.0516552
1812.31099 0.348381
1812.40161 0.500417
1812.49223 0.487533
1812.58285 0.317126
1812.67349 0.0421283
1812.76412 1.59449e-05
1812.85476 2.82622e-06
1812.94541 7.37151e-07
1813.03606 0.0209688
1813.12671 0.224108
1813.21737 0.456265
1813.30803 0.54656
1813.3987 0.59052
1813.48937 0.570824
1813.58005 0.274695
1813.67073 0.0411003
1813.76142 0.463533
1813.85211 0.704139
1813.9428 0.776991
1814.0335 0.798665
1814.1242 0.817201
1814.21491 0.794944
1814.30563 0.783249
1814.39634 0.809654
1814.48707 0.800109
1814.57779 0.779291
1814.66852 0.740713
1814.75926 0.658811
1814.85 0.488429
1814.94074 0.118575
1815.03149 0.0188052
1815.12225 0.277007
1815.21301 0.402159
1815.30377 0.320481
1815.39454 0.148258
1815.48531 0.0160817
1815.57608 3.84764e-06
1815.66687 3.17909e-18
1815.75765 0.00042709
1815.84844 0.0429996
1815.93924 0.201556
1816.03004 0.356555
1816.12084 0.406667
1816.21165 0.280288
1816.30246 0.0290316
1816.39328 0.0263163
1816.4841 0.318893
1816.57493 0.547258
1816.66576 0.615004
1816.75659 0.615376
1816.84743 0.49158
1816.93828 0.14131
1817.02913 0.00357194
1817.11998 0.217333
1817.21084 0.315405
1817.3017 0.111257
1817.39257 0.598468
1817.48344 0.725564
1817.57432 0.734759
1817.6652 0.645365
1817.75608 0.752937
1817.84697 0.73961
1817.93787 0.692351
1818.02877 0.646872
1818.11967 0.587686
1818.21058 0.492558
1818.30149 0.346251
1818.39241 0.0858631
1818.48333 0.000529445
1818.57426 0.00333982
1818.66519 0.0407348
1818.75612 0.00383839
1818.84706 0.0801831
1818.93801 0.381136
1819.02896 0.542123
1819.11991 0.603653
1819.21087 0.625202
1819.30183 0.599508
1819.3928 0.567749
1819.48377 0.556349
1819.57475 0.493743
1819.66573 0.176246
1819.75672 0.251519
1819.84771 0.161994
1819.9387 0.151933
1820.0297 0.0996137
1820.1207 0.0136893
1820.21171 0.000917625
1820.30272 7.15585e-08
1820.39374 4.09323e-12
1820.48476 4.53081e-12
1820.57579 1.45964e-16
1820.66682 2.14856e-07
1820.75786 2.24427e-07
1820.8489 0.00022182
1820.93994 0.0231424
1821.03099 0.110437
1821.12205 0.198344
1821.2131 0.238803
1821.30417 0.207446
1821.39523 0.0852694
1821.48631 0.00285652
1821.57738 0.000281476
1821.66846 0.0386253
1821.75955 0.0902254
1821.85064 0.0911139
1821.94173 0.0192988
1822.03283 0.00014018
1822.12394 3.55973e-10
1822.21505 0.00151575
1822.30616 0.0354336
1822.39728 0.0704741
1822.4884 0.215193
1822.57953 0.140598
1822.67066 0.0196013
1822.76179 2.98765e-05
1822.85293 0.0195853
1822.94408 0.138571
1823.03523 0.437732
1823.12638 0.568355
1823.21754 0.631769
1823.3087 0.663247
1823.39987 0.565625
1823.49104 0.681869
1823.58222 0.724567
1823.6734 0.734048
1823.76459 0.740895
1823.85578 0.723252
1823.94697 0.714242
1824.03817 0.703141
1824.12938 0.691788
1824.22059 0.707269
1824.3118 0.649535
1824.40302 0.671439
1824.49424 0.690179
1824.58547 0.662081
1824.6767 0.628617
1824.76793 0.520836
1824.85917 0.194625
1824.95042 0.0100043
1825.04167 0.243672
1825.13292 0.478664
1825.22418 0.520187
1825.31545 0.317573
1825.40671 0.388712
1825.49799 0.289531
1825.58926 0.376439
1825.68055 0.323301
1825.77183 0.247002
1825.86312 0.149366
1825.95442 0.0692726
1826.04572 0.0135669
1826.13702 0.000364247
1826.22833 2.74222e-09
1826.31965 0
1826.41096 3.10894e-41
1826.50229 2.29532e-28
1826.59361 3.52695e-05
1826.68495 0.00485264
1826.77628 0.0186146
1826.86762 0.116434
1826.95897 0.208243
1827.05032 0.244946
1827.14167 0.304088
1827.23303 0.408168
1827.3244 0.450444
1827.41577 0.474324
1827.50714 0.456904
1827.59852 0.285707
1827.6899 0.408017
1827.78129 0.160387
1827.87268 0.356042
1827.96407 0.302528
1828.05547 0.218687
1828.14688 0.0697796
1828.23829 0.00188349
1828.3297 6.35769e-07
1828.42112 0.00537452
1828.51255 0.0648042
1828.60397 0.0844524
1828.69541 0.0410034
1828.78684 0.00269453
1828.87828 4.97538e-06
1828.96973 4.86587e-33
1829.06118 1.36993e-05
1829.15264 0.00553983
1829.2441 0.0692599
1829.33556 0.1709
1829.42703 0.24853
1829.5185 0.289572
1829.60998 0.288376
1829.70146 0.231267
1829.79295 0.183835
1829.88444 0.091936
1829.97594 0.0156069
1830.06744 0.000119635
1830.15895 8.22355e-17
1830.25046 2.89484e-05
1830.34197 0.00922538
1830.43349 0.0664748
1830.52502 0.140958
1830.61654 0.180304
1830.70808 0.177801
1830.79961 0.135224
1830.89116 0.0586075
1830.9827 0.00526839
1831.07426 0.000209142
1831.16581 2.85248e-09
1831.25737 5.92025e-41
1831.34894 4.40518e-08
1831.44051 0.000686208
1831.53208 0.0188895
1831.62366 0.0823108
1831.71524 0.165408
1831.80683 0.236139
1831.89842 0.256805
1831.99002 0.221275
1832.08162 0.292247
1832.17323 0.290489
1832.26484 0.230056
1832.35646 0.148394
1832.44808 0.0571114
1832.5397 0.00530273
1832.63133 2.80377e-06
1832.72296 3.22119e-12
1832.8146 0.000320196
1832.90625 0.0203246
1832.99789 0.0964689
1833.08955 0.158874
1833.1812 0.0630933
1833.27286 0.0351285
1833.36453 0.16808
1833.4562 0.267559
1833.54787 0.207703
1833.63955 0.367607
1833.73124 0.398088
1833.82293 0.361761
1833.91462 0.37255
1834.00632 0.223674
1834.09802 0.0237154
1834.18973 0.209758
1834.28144 0.244037
1834.37316 0.0782168
1834.46488 0.0264948
1834.5566 0.0484558
1834.64833 0.0249458
1834.74007 0.0302283
1834.83181 0.00305821
1834.92355 2.08076e-07
1835.0153 2.49876e-10
1835.10705 0
1835.19881 2.09161e-07
1835.29057 0.000113833
1835.38234 0.00293164
1835.47411 0.0309846
1835.56589 0.0585871
1835.65767 0.0558979
1835.74945 0.0120351
1835.84124 3.28526e-05
1835.93304 0.00255928
1836.02484 0.00191059
1836.11664 8.62931e-05
1836.20845 3.90967e-09
1836.30026 0
1836.39208 9.23462e-17
1836.4839 7.76447e-17
1836.57573 5.07818e-07
1836.66756 0.000854525
1836.75939 0.0119705
1836.85123 0.0378819
1836.94308 0.0608064
1837.03493 0.0657503
1837.12678 0.0392869
1837.21864 0.0218585
1837.3105 0.0051324
1837.40237 6.66715e-05
1837.49424 5.88139e-14
1837.58612 1.06476e-07
1837.678 3.23568e-06
1837.76989 2.98755e-07
1837.86178 1.79245e-14
1837.95367 0
1838.04557 3.46149e-09
1838.13748 6.04115e-05
1838.22939 0.00294904
1838.3213 0.013954
1838.41322 0.0201465
1838.50514 0.0135916
1838.59707 0.0044204
1838.689 0.0700881
1838.78094 0.121643
1838.87288 0.155295
1838.96483 0.168185
1839.05678 0.170988
1839.14873 0.149008
1839.24069 0.108512
1839.33266 0.079121
1839.42463 0.0442183
1839.5166 0.0156773
1839.60858 0.00212382
1839.70056 1.29771e-05
1839.79255 1.03608e-08
1839.88454 4.96508e-19
1839.97654 0
1840.06854 1.22455e-11
1840.16054 2.41806e-06
1840.25255 0.000129448
1840.34457 0.000146244
1840.43659 3.15495e-07
1840.52861 3.89394e-06
1840.62064 0.00850398
1840.71267 0.0457469
1840.80471 0.0598443
1840.89675 0.0935319
1840.9888 0.101
1841.08085 0.0850192
1841.17291 0.048766
1841.26497 0.025425
1841.35704 0.0056503
1841.44911 0.000135648
1841.54118 4.62542e-10
1841.63326 5.63007e-12
1841.72534 4.27343e-07
1841.81743 8.33336e-07
1841.90953 3.49204e-09
1842.00162 2.89586e-22
1842.09373 2.46386e-25
1842.18583 3.68501e-09
1842.27794 1.16871e-05
1842.37006 6.96971e-05
1842.46218 1.85597e-06
1842.55431 8.45875e-10
1842.64644 1.67032e-06
1842.73857 0.00349199
1842.83071 0.0382025
1842.92286 0.0890442
1843.015 0.137475
1843.10716 0.198375
1843.19931 0.224572
1843.29148 0.216975
1843.38364 0.143334
1843.47581 0.0198164
1843.56799 0.000649442
1843.66017 0.0317921
1843.75236 0.126917
1843.84455 0.174806
1843.93674 0.0606926
1844.02894 0.000446732
1844.12114 0.0217731
1844.21335 0.10444
1844.30557 0.233449
1844.39778 0.353076
1844.49001 0.313476
1844.58223 0.287818
1844.67446 0.411106
1844.7667 0.419719
1844.85894 0.402886
1844.95119 0.231091
1845.04344 0.27868
1845.13569 0.394328
1845.22795 0.395075
1845.32021 0.375579
1845.41248 0.328621
1845.50475 0.329266
1845.59703 0.277336
1845.68931 0.192518
1845.7816 0.0228476
1845.87389 0.0558986
1845.96619 0.155577
1846.05849 0.158457
1846.15079 0.119581
1846.2431 0.0387158
1846.33542 0.00922582
1846.42774 0.00138368
1846.52006 2.00282e-07
1846.61239 0.000123765
1846.70472 0.000334208
1846.79706 3.42091e-05
1846.8894 3.07072e-08
1846.98175 3.41206e-15
1847.0741 0
1847.16646 0
1847.25882 2.61876e-14
1847.35118 2.68441e-07
1847.44355 5.96814e-05
1847.53593 0.000573784
1847.62831 0.00153717
1847.72069 0.00133094
1847.81308 0.000226791
1847.90547 1.61429e-06
1847.99787 6.00434e-16
1848.09027 4.88545e-35
1848.18268 3.05502e-31
1848.27509 5.60071e-09
1848.3675 4.13063e-06
1848.45993 7.44474e-06
1848.55235 5.94313e-08
1848.64478 0
1848.73721 5.53146e-09
1848.82965 0.000220824
1848.9221 0.00571826
1849.01455 0.0167352
1849.107 0.0241363
1849.19946 0.00321866
1849.29192 9.18845e-06
1849.38439 0.0159951
1849.47686 0.0870144
1849.56933 0.149914
1849.66181 0.176565
1849.7543 0.220335
1849.84679 0.1912
1849.93928 0.0843227
1850.03178 0.00180154
1850.12429 0.0384324
1850.2168 0.0889424
1850.30931 0.0293389
1850.40183 0.00169908
1850.49435 1.44065e-08
1850.58688 6.11106e-05
1850.67941 0.00465988
1850.77194 0.0011817
1850.86449 0.0232043
1850.95703 0.0630233
1851.04958 0.0122653
1851.14214 0.000785809
1851.2347 0.0940277
1851.32726 0.257805
1851.41983 0.324888
1851.5124 0.351486
1851.60498 0.361978
1851.69756 0.355566
1851.79015 0.321391
1851.88274 0.30643
1851.97534 0.301557
1852.06794 0.272467
1852.16054 0.25372
1852.25315 0.238432
1852.34577 0.181431
1852.43839 0.158669
1852.53101 0.120864
1852.62364 0.0656219
1852.71628 0.0210965
1852.80891 0.00206264
1852.90156 9.23911e-06
1852.9942 6.63667e-15
1853.08686 2.03813e-13
1853.17951 8.2091e-06
1853.27217 0.000920369
1853.36484 0.00317756
1853.45751 0.00880466
1853.55019 0.00651487
1853.64287 0.00171585
1853.73555 0.000123641
1853.82824 4.22529e-07
1853.92093 6.87805e-14
1854.01363 0
1854.10633 7.43313e-21
1854.19904 4.87476e-09
1854.29175 2.65959e-06
1854.38447 0.000785512
1854.47719 0.00837977
1854.56992 0.0291322
1854.66265 0.0425916
1854.75539 0.07567
1854.84813 0.0524064
1854.94087 0.0078987
1855.03362 0.0294967
1855.12637 0.038672
1855.21913 0.0814363
1855.3119 0.215706
1855.40466 0.249374
1855.49744 0.254496
1855.59021 0.24573
1855.68299 0.231196
1855.77578 0.19962
1855.86857 0.0972515
1855.96137 0.0328299
1856.05417 0.0950338
1856.14697 0.0645141
1856.23978 0.033968
1856.3326 0.00831523
1856.42542 0.000425504
1856.51824 2.99456e-08
1856.61107 2.69145e-14
1856.7039 4.68098e-32
1856.79674 5.21826e-19
1856.88958 9.37571e-08
1856.98243 0.000124538
1857.07528 0.00286055
1857.16813 0.0114394
1857.261 0.00406706
1857.35386 0.00404348
1857.44673 0.00105317
1857.53961 1.93415e-09
1857.63249 0.00100355
1857.72537 0.026408
1857.81826 0.0596749
1857.91115 0.145585
1858.00405 0.148608
1858.09695 0.222572
1858.18986 0.262277
1858.28277 0.271288
1858.37569 0.25454
1858.46861 0.229168
1858.56153 0.161236
1858.65446 0.0556881
1858.7474 0.18246
1858.84034 0.179971
1858.93328 0.151276
1859.02623 0.114158
1859.11919 0.0743712
1859.21214 0.0381074
1859.30511 0.0141135
1859.39807 0.00206647
1859.49105 0.000106978
1859.58402 2.16907e-07
1859.67701 8.18793e-15
1859.76999 0
1859.86298 7.32223e-24
1859.95598 6.48955e-10
1860.04898 5.63474e-06
1860.14198 0.000288969
1860.23499 0.00115409
1860.32801 0.000449607
1860.42102 4.38836e-06
1860.51405 2.4544e-06
1860.60708 9.96483e-07
1860.70011 1.82977e-16
1860.79315 3.80979e-08
1860.88619 1.20384e-06
1860.97923 0.000147621
1861.07229 0.0209717
1861.16534 0.0452881
1861.2584 0.0157261
1861.35147 0.0572453
1861.44454 0.130199
1861.53761 0.193936
1861.63069 0.32432
1861.72378 0.362761
1861.81686 0.385342
1861.90996 0.351965
1862.00305 0.237534
1862.09616 0.261833
1862.18926 0.402963
1862.28238 0.389396
1862.37549 0.407073
1862.46861 0.38501
1862.56174 0.240422
1862.65487 0.0591055
1862.748 0.00121286
1862.84114 0.0403482
1862.93429 0.195021
1863.02744 0.152546
1863.12059 0.0133778
1863.21375 0.00852611
1863.30691 0.150836
1863.40008 0.288221
1863.49325 0.306222
1863.58643 0.153084
1863.67961 0.230281
1863.7728 0.277266
1863.86599 0.140722
1863.95918 0.0437475
1864.05239 0.0210016
1864.14559 0.000261757
1864.2388 2.13402e-34
1864.33201 0.000335055
1864.42523 0.00956126
1864.51846 0.00265992
1864.61168 0.000142842
1864.70492 0.035381
1864.79816 0.0405964
1864.8914 0.0393221
1864.98464 0.0514882
1865.0779 0.017657
1865.17115 0.0137853
1865.26441 0.110884
1865.35768 0.097081
1865.45095 0.0554501
1865.54422 0.190419
1865.6375 0.243091
1865.73079 0.362132
1865.82408 0.361297
1865.91737 0.189115
1866.01067 0.41662
1866.10397 0.430598
1866.19728 0.378437
1866.29059 0.381551
1866.38391 0.346297
1866.47723 0.313194
1866.57056 0.197754
1866.66389 0.0346141
1866.75722 0.198069
1866.85056 0.213594
1866.94391 0.152741
1867.03726 0.0375939
1867.13061 0.0140316
1867.22397 0.0114798
1867.31733 0.000497945
1867.4107 9.62912e-09
1867.50407 1.51865e-10
1867.59745 2.13585e-07
1867.69083 3.53099e-08
1867.78422 9.35231e-42
1867.87761 2.73905e-13
1867.97101 1.57584e-13
1868.06441 3.295e-17
1868.15781 5.44733e-18
1868.25122 5.00286e-22
1868.34464 1.70191e-06
1868.43806 0.000967685
1868.53148 0.012566
1868.62491 0.0394484
1868.71835 0.056792
1868.81178 0.0249512
1868.90523 0.0132214
1868.99867 0.00349751
1869.09213 0.0406514
1869.18558 0.0478122
1869.27905 0.0236664
1869.37251 0.00378975
1869.46598 4.2971e-05
1869.55946 1.0966e-15
1869.65294 4.56131e-16
1869.74642 3.90183e-06
1869.83991 0.000718562
1869.93341 0.00434589
1870.02691 0.00130207
1870.12041 3.0014e-05
1870.21392 0.000752301
1870.30743 5.15651e-06
1870.40095 0.00224212
1870.49447 0.00547461
1870.588 0.00156046
1870.68153 6.86881e-05
1870.77507 4.22137e-08
1870.86861 2.74601e-22
1870.96215 0
1871.0557 0
1871.14926 1.88101e-15
1871.24282 1.29094e-08
1871.33638 8.67914e-08
1871.42995 2.51491e-10
1871.52353 1.2389e-07
1871.61711 1.14007e-05
1871.71069 1.32444e-06
1871.80428 1.00035e-09
1871.89787 0.000295205
1871.99147 0.00963116
1872.08507 0.0320285
1872.17867 0.0511619
1872.27229 0.0554727
1872.3659 0.0473646
1872.45952 0.0322214
1872.55315 0.017345
1872.64678 0.00555582
1872.74041 0.000592659
1872.83405 9.108e-06
1872.9277 2.88979e-10
