wavelength(nm) transmission
827.747452 0.947734
827.788841 0.945703
827.830231 0.947698
827.871624 0.824601
827.913018 0.835965
827.954415 0.949918
827.995814 0.951983
828.037214 0.952076
828.078617 0.946969
828.120022 0.944781
828.161429 0.898135
828.202839 0.774761
828.24425 0.947455
828.285663 0.951654
828.327078 0.950129
828.368496 0.944678
828.409915 0.759692
828.451337 0.771641
828.49276 0.945601
828.534186 0.94993
828.575614 0.952794
828.617043 0.954347
828.658475 0.953501
828.699909 0.954318
828.741345 0.952825
828.782783 0.952912
828.824224 0.95382
828.865666 0.95225
828.90711 0.950231
828.948557 0.942825
828.990005 0.888001
829.031456 0.593082
829.072908 0.915715
829.114363 0.947235
829.15582 0.904927
829.197278 0.827256
829.238739 0.95038
829.280202 0.953627
829.321667 0.951808
829.363134 0.949521
829.404604 0.954385
829.446075 0.954503
829.487548 0.954719
829.529024 0.954159
829.570501 0.951416
829.611981 0.919788
829.653462 0.70341
829.694946 0.847793
829.736432 0.933049
829.77792 0.922671
829.81941 0.936885
829.860902 0.953572
829.902396 0.954277
829.943892 0.955361
829.98539 0.954616
830.02689 0.952144
830.068393 0.954639
830.109897 0.949671
830.151404 0.953723
830.192912 0.951979
830.234423 0.924907
830.275936 0.751802
830.317451 0.946492
830.358968 0.952689
830.400487 0.954397
830.442008 0.953187
830.483531 0.953181
830.525056 0.953464
830.566583 0.952598
830.608113 0.950152
830.649644 0.827893
830.691178 0.927069
830.732713 0.663643
830.774251 0.927712
830.815791 0.950643
830.857333 0.950728
830.898876 0.952404
830.940422 0.953465
830.98197 0.945519
831.023521 0.95469
831.065073 0.95407
831.106627 0.950355
831.148183 0.955673
831.189742 0.952562
831.231302 0.947636
831.272865 0.95245
831.31443 0.948139
831.355996 0.952255
831.397565 0.89887
831.439136 0.861581
831.480709 0.953082
831.522284 0.952379
831.563861 0.953948
831.605441 0.919698
831.647022 0.951621
831.688605 0.953111
831.730191 0.955341
831.771778 0.953819
831.813368 0.934695
831.85496 0.85258
831.896554 0.951236
831.938149 0.95222
831.979747 0.950558
832.021347 0.846642
832.06295 0.820896
832.104554 0.951104
832.14616 0.954695
832.187768 0.955339
832.229379 0.954968
832.270991 0.95186
832.312606 0.939417
832.354223 0.708525
832.395841 0.733493
832.437462 0.946595
832.479085 0.953731
832.52071 0.955155
832.562337 0.955954
832.603966 0.95586
832.645597 0.955541
832.687231 0.955303
832.728866 0.95618
832.770504 0.955241
832.812143 0.952271
832.853785 0.942142
832.895429 0.951237
832.937074 0.944934
832.978722 0.95522
833.020372 0.955753
833.062024 0.944092
833.103679 0.952177
833.145335 0.942499
833.186993 0.826009
833.228653 0.94064
833.270316 0.946495
833.31198 0.955322
833.353647 0.953696
833.395316 0.955429
833.436987 0.924246
833.47866 0.949288
833.520335 0.943774
833.562012 0.937053
833.603691 0.890004
833.645372 0.951541
833.687055 0.944107
833.728741 0.954852
833.770428 0.91184
833.812118 0.947058
833.853809 0.945479
833.895503 0.955917
833.937199 0.955603
833.978897 0.955809
834.020597 0.955414
834.062299 0.950957
834.104003 0.864876
834.145709 0.817163
834.187418 0.951922
834.229128 0.955514
834.27084 0.956266
834.312555 0.956366
834.354272 0.951516
834.39599 0.946879
834.437711 0.933997
834.479434 0.93264
834.521159 0.955929
834.562886 0.95643
834.604616 0.953316
834.646347 0.951261
834.68808 0.955154
834.729816 0.955584
834.771553 0.95609
834.813293 0.955273
834.855035 0.953752
834.896778 0.955654
834.938524 0.954404
834.980272 0.949562
835.022022 0.954471
835.063774 0.956132
835.105529 0.953978
835.147285 0.89591
835.189043 0.936319
835.230804 0.952139
835.272566 0.956185
835.314331 0.955052
835.356098 0.955637
835.397867 0.956544
835.439638 0.954452
835.481411 0.954044
835.523186 0.943909
835.564963 0.939949
835.606742 0.917973
835.648524 0.954642
835.690307 0.935327
835.732093 0.954079
835.77388 0.956402
835.81567 0.956131
835.857462 0.95597
835.899256 0.949192
835.941052 0.881435
835.98285 0.927359
836.02465 0.954991
836.066452 0.9567
836.108257 0.956772
836.150063 0.955461
836.191872 0.941587
836.233682 0.956238
836.275495 0.956811
836.31731 0.956629
836.359127 0.955182
836.400946 0.948722
836.442767 0.885556
836.48459 0.937035
836.526415 0.955353
836.568243 0.955987
836.610072 0.956368
836.651904 0.95651
836.693737 0.956269
836.735573 0.956022
836.777411 0.956765
836.819251 0.955362
836.861093 0.954886
836.902937 0.949623
836.944783 0.913541
836.986631 0.935119
837.028482 0.956366
837.070334 0.956885
837.112189 0.955428
837.154046 0.956096
837.195904 0.950711
837.237765 0.956399
837.279628 0.951039
837.321493 0.953349
837.36336 0.956093
837.405229 0.957151
837.447101 0.955783
837.488974 0.955442
837.53085 0.954645
837.572727 0.945132
837.614607 0.918539
837.656489 0.954608
837.698373 0.947578
837.740259 0.956526
837.782147 0.954169
837.824037 0.952108
837.865929 0.91236
837.907823 0.947665
837.94972 0.940324
837.991618 0.95626
838.033519 0.951286
838.075422 0.955902
838.117326 0.955579
838.159233 0.956832
838.201142 0.957291
838.243054 0.957108
838.284967 0.957079
838.326882 0.957013
838.368799 0.950157
838.410719 0.956616
838.45264 0.955707
838.494564 0.956323
838.53649 0.956554
838.578418 0.956413
838.620348 0.947868
838.66228 0.940642
838.704214 0.951689
838.74615 0.949456
838.788089 0.93493
838.830029 0.951177
838.871972 0.954917
838.913916 0.949379
838.955863 0.956214
838.997812 0.946145
839.039763 0.955337
839.081716 0.95509
839.123671 0.955735
839.165628 0.954099
839.207588 0.955576
839.249549 0.957403
839.291512 0.957475
839.333478 0.95742
839.375446 0.957161
839.417416 0.957459
839.459388 0.957478
839.501362 0.957162
839.543338 0.957217
839.585316 0.954441
839.627296 0.938153
839.669279 0.951599
839.711263 0.949592
839.75325 0.956783
839.795238 0.956391
839.837229 0.956197
839.879222 0.955972
839.921217 0.954785
839.963214 0.943347
840.005214 0.950261
840.047215 0.956834
840.089218 0.957287
840.131224 0.957325
840.173231 0.95708
840.215241 0.949944
840.257253 0.9558
840.299267 0.949649
840.341283 0.957254
840.383301 0.957236
840.425321 0.957503
840.467343 0.957402
840.509368 0.956231
840.551394 0.95462
840.593423 0.957356
840.635454 0.951305
840.677487 0.956511
840.719522 0.9562
840.761559 0.934071
840.803598 0.949374
840.845639 0.957358
840.887682 0.957546
840.929728 0.957243
840.971775 0.957516
841.013825 0.956708
841.055877 0.947836
841.09793 0.9247
841.139986 0.954803
841.182044 0.945388
841.224105 0.955017
841.266167 0.957505
841.308231 0.956845
841.350298 0.95356
841.392366 0.957473
841.434437 0.957708
841.47651 0.957337
841.518585 0.957508
841.560662 0.957712
841.602741 0.957367
841.644822 0.954878
841.686905 0.956748
841.728991 0.955827
841.771078 0.931883
841.813168 0.955142
841.855259 0.956732
841.897353 0.956667
841.939449 0.951386
841.981547 0.955272
842.023647 0.956755
842.065749 0.942849
842.107854 0.947691
842.14996 0.957287
842.192069 0.957563
842.234179 0.957533
842.276292 0.956226
842.318407 0.957375
842.360524 0.957704
842.402643 0.95747
842.444764 0.956994
842.486888 0.957297
842.529013 0.957714
842.57114 0.957063
842.61327 0.957666
842.655402 0.957601
842.697536 0.957602
842.739672 0.957689
842.78181 0.956995
842.82395 0.956991
842.866092 0.957798
842.908236 0.95608
842.950383 0.957647
842.992531 0.954026
843.034682 0.953951
843.076835 0.956807
843.11899 0.957669
843.161147 0.956644
843.203306 0.953061
843.245467 0.956493
843.28763 0.952305
843.329796 0.94409
843.371963 0.957423
843.414133 0.9578
843.456305 0.956603
843.498479 0.956391
843.540655 0.957623
843.582833 0.957796
843.625013 0.956978
843.667195 0.956547
843.70938 0.954192
843.751566 0.957764
843.793755 0.95725
843.835946 0.954853
843.878138 0.934977
843.920333 0.956934
843.96253 0.955963
844.00473 0.95577
844.046931 0.950272
844.089134 0.957677
844.13134 0.957748
844.173547 0.957896
844.215757 0.95636
844.257969 0.957527
844.300183 0.952328
844.342399 0.957164
844.384617 0.957895
844.426838 0.957707
844.46906 0.947483
844.511284 0.956476
844.553511 0.957906
844.59574 0.957769
844.637971 0.9579
844.680204 0.956993
844.722439 0.952285
844.764676 0.957791
844.806915 0.957656
844.849157 0.95466
844.8914 0.957283
844.933646 0.957939
844.975893 0.957093
845.018143 0.957862
845.060395 0.957809
845.102649 0.957559
845.144905 0.95797
845.187164 0.957957
845.229424 0.955567
845.271687 0.957258
845.313951 0.956054
845.356218 0.9572
845.398487 0.957526
845.440758 0.953486
845.483031 0.957672
845.525306 0.958047
845.567584 0.957827
845.609863 0.957912
845.652145 0.95802
845.694428 0.958012
845.736714 0.957721
845.779002 0.958138
845.821292 0.958112
845.863584 0.957999
845.905878 0.957509
845.948175 0.956339
845.990473 0.958074
846.032774 0.958102
846.075076 0.958131
846.117381 0.95812
846.159688 0.958042
846.201997 0.957715
846.244308 0.944589
846.286622 0.954226
846.328937 0.957829
846.371254 0.957928
846.413574 0.957504
846.455896 0.956067
846.49822 0.957106
846.540546 0.956505
846.582874 0.957526
846.625204 0.957406
846.667536 0.958197
846.709871 0.958207
846.752207 0.958062
846.794546 0.95821
846.836887 0.958207
846.87923 0.95819
846.921575 0.958173
846.963922 0.958178
847.006271 0.957551
847.048622 0.958188
847.090976 0.95817
847.133331 0.957269
847.175689 0.957007
847.218049 0.957951
847.260411 0.957315
847.302775 0.958198
847.345141 0.958179
847.38751 0.958033
847.42988 0.958232
847.472253 0.958233
847.514627 0.958161
847.557004 0.958048
847.599383 0.957045
847.641764 0.95749
847.684147 0.955576
847.726532 0.958178
847.76892 0.958196
847.811309 0.95826
847.853701 0.958227
847.896095 0.957998
847.938491 0.958228
847.980889 0.957872
848.023289 0.952911
848.065691 0.957534
848.108095 0.956471
848.150502 0.957883
848.19291 0.95591
848.235321 0.949245
848.277734 0.957274
848.320149 0.957729
848.362566 0.958192
848.404985 0.958221
848.447406 0.957829
848.48983 0.955957
848.532255 0.958233
848.574683 0.958286
848.617113 0.958297
848.659545 0.958211
848.701979 0.958293
848.744415 0.958287
848.786853 0.958268
848.829294 0.958234
848.871736 0.957957
848.914181 0.947575
848.956627 0.956981
848.999076 0.957909
849.041527 0.957308
849.083981 0.956343
849.126436 0.958265
849.168893 0.958291
849.211353 0.958296
849.253814 0.958301
849.296278 0.958294
849.338744 0.958215
849.381212 0.956581
849.423682 0.951631
849.466154 0.95812
849.508629 0.958262
849.551105 0.958218
849.593584 0.955656
849.636065 0.956624
849.678547 0.958201
849.721032 0.958298
849.763519 0.958164
849.806009 0.958259
849.8485 0.957683
849.890994 0.95374
849.933489 0.956613
849.975987 0.958235
850.018487 0.95831
850.060989 0.95829
850.103493 0.957817
850.145999 0.958161
850.188507 0.957668
850.231018 0.953846
850.273531 0.958213
850.316045 0.958318
850.358562 0.958261
850.401081 0.95832
850.443602 0.958029
850.486126 0.957288
850.528651 0.955316
850.571178 0.95617
850.613708 0.958275
850.65624 0.958319
850.698774 0.958322
850.74131 0.958263
850.783848 0.957454
850.826388 0.94932
850.86893 0.958078
850.911475 0.958304
850.954022 0.958344
850.99657 0.958342
851.039121 0.958358
851.081674 0.958358
851.124229 0.958315
851.166787 0.958122
851.209346 0.956021
851.251908 0.958238
851.294471 0.958163
851.337037 0.958191
851.379605 0.957528
851.422175 0.942224
851.464747 0.94481
851.507322 0.957484
851.549898 0.955323
851.592476 0.958042
851.635057 0.958329
851.67764 0.958357
851.720225 0.958253
851.762812 0.957554
851.805401 0.957884
851.847993 0.955139
851.890586 0.957408
851.933182 0.957701
851.975779 0.95815
852.018379 0.957832
852.060981 0.958052
852.103585 0.957822
852.146192 0.957639
852.1888 0.944373
852.23141 0.956929
852.274023 0.958191
852.316638 0.958365
852.359255 0.958325
852.401874 0.958311
852.444495 0.958366
852.487118 0.957228
852.529744 0.95453
852.572371 0.957931
852.615001 0.958335
852.657633 0.958376
852.700267 0.95666
852.742903 0.958118
852.785541 0.958385
852.828181 0.958085
852.870824 0.953784
852.913468 0.958282
852.956115 0.958437
852.998764 0.958443
853.041415 0.958448
853.084068 0.958407
853.126723 0.958458
853.169381 0.958406
853.21204 0.955464
853.254702 0.957468
853.297366 0.95837
853.340032 0.958393
853.3827 0.956103
853.42537 0.958336
853.468042 0.958496
853.510717 0.958501
853.553393 0.958506
853.596072 0.958456
853.638753 0.95826
853.681436 0.957494
853.724121 0.952733
853.766808 0.95835
853.809498 0.95841
853.852189 0.957743
853.894883 0.95278
853.937579 0.958157
853.980277 0.958319
854.022977 0.958559
854.065679 0.958463
854.108383 0.9583
854.15109 0.958496
854.193799 0.957641
854.236509 0.954002
854.279222 0.957189
854.321937 0.944992
854.364654 0.95814
854.407374 0.958533
854.450095 0.958608
854.492819 0.958612
854.535544 0.958617
854.578272 0.958494
854.621002 0.95858
854.663734 0.958518
854.706469 0.958637
854.749205 0.958641
854.791944 0.958617
854.834684 0.956528
854.877427 0.955469
854.920172 0.958457
854.962919 0.957349
855.005668 0.95867
855.04842 0.958675
855.091173 0.958508
855.133929 0.958685
855.176686 0.95824
855.219446 0.958126
855.262208 0.957539
855.304973 0.958513
855.347739 0.958763
855.390507 0.95878
855.433278 0.958751
855.476051 0.958173
855.518826 0.958718
855.561603 0.958602
855.604382 0.951048
855.647163 0.958333
855.689946 0.958596
855.732732 0.955945
855.77552 0.95864
855.81831 0.957735
855.861102 0.955876
855.903896 0.958709
855.946692 0.95885
855.98949 0.958869
856.032291 0.958856
856.075094 0.957467
856.117898 0.958505
856.160705 0.958881
856.203514 0.958818
856.246326 0.958798
856.289139 0.958689
856.331955 0.958829
856.374772 0.958923
856.417592 0.958872
856.460414 0.956002
856.503238 0.95857
856.546064 0.958937
856.588893 0.958969
856.631723 0.958981
856.674556 0.95893
856.717391 0.958964
856.760228 0.959007
856.803067 0.959014
856.845908 0.959019
856.888751 0.959
856.931597 0.958764
856.974444 0.95898
857.017294 0.959025
857.060146 0.95898
857.103 0.956425
857.145857 0.958501
857.188715 0.959035
857.231575 0.959048
857.274438 0.957958
857.317303 0.957749
857.36017 0.956702
857.403039 0.957254
857.44591 0.959036
857.488783 0.959043
857.531659 0.954808
857.574537 0.958389
857.617416 0.9581
857.660298 0.958896
857.703182 0.958859
857.746069 0.959086
857.788957 0.958054
857.831848 0.95806
857.87474 0.959128
857.917635 0.95914
857.960532 0.959008
858.003431 0.95915
858.046332 0.959177
858.089236 0.959203
858.132141 0.959164
858.175049 0.959241
858.217959 0.959246
858.260871 0.959238
858.303785 0.958671
858.346701 0.957745
858.38962 0.959052
858.43254 0.959265
858.475463 0.959258
858.518388 0.958885
858.561315 0.959069
858.604244 0.959305
858.647175 0.959165
858.690108 0.959325
858.733044 0.959279
858.775982 0.959347
858.818922 0.959352
858.861864 0.959339
858.904808 0.958676
858.947754 0.958703
858.990703 0.959262
859.033653 0.959388
859.076606 0.959298
859.119561 0.959365
859.162518 0.959414
859.205477 0.959401
859.248438 0.957701
859.291402 0.958294
859.334368 0.957303
859.377335 0.95818
859.420305 0.959098
859.463277 0.959335
859.506252 0.958665
859.549228 0.959388
859.592207 0.95947
859.635187 0.959475
859.67817 0.959479
859.721155 0.959241
859.764142 0.959074
859.807132 0.959494
859.850123 0.959498
859.893117 0.959503
859.936112 0.959397
859.97911 0.959498
860.02211 0.959508
860.065112 0.959551
860.108117 0.959578
860.151123 0.959604
860.194132 0.959624
860.237143 0.959627
860.280156 0.959419
860.323171 0.959065
860.366188 0.959559
860.409207 0.95955
860.452229 0.959648
860.495252 0.959608
860.538278 0.959691
860.581306 0.959703
860.624336 0.959711
860.667369 0.959719
860.710403 0.959724
860.75344 0.959709
860.796478 0.958445
860.839519 0.959676
860.882562 0.959732
860.925608 0.959761
860.968655 0.959765
861.011705 0.959444
861.054756 0.959259
861.09781 0.959681
861.140866 0.959784
861.183924 0.959274
861.226984 0.959606
861.270047 0.958457
861.313111 0.959626
861.356178 0.959808
861.399247 0.959813
861.442318 0.959751
861.485391 0.959844
861.528467 0.959663
861.571544 0.959889
861.614624 0.959902
861.657706 0.959898
861.700789 0.95972
861.743876 0.959922
861.786964 0.959587
861.830054 0.959931
861.873147 0.95995
861.916242 0.959941
861.959338 0.959607
862.002438 0.959968
862.045539 0.959925
862.088642 0.959519
862.131748 0.959949
862.174855 0.959874
862.217965 0.959382
862.261077 0.959833
862.304191 0.959883
862.347307 0.959846
862.390426 0.959161
862.433547 0.960025
862.476669 0.960053
862.519794 0.95951
862.562921 0.960051
862.60605 0.960084
862.649182 0.960073
862.692315 0.959284
862.735451 0.959581
862.778589 0.960105
862.821729 0.959943
862.864871 0.958928
862.908015 0.959813
862.951162 0.960059
862.994311 0.96011
863.037461 0.95942
863.080614 0.96014
863.123769 0.960145
863.166927 0.959588
863.210086 0.960137
863.253248 0.960075
863.296411 0.959983
863.339577 0.960168
863.382745 0.959534
863.425916 0.960177
863.469088 0.96019
863.512263 0.960107
863.555439 0.959842
863.598618 0.960264
863.641799 0.960275
863.684982 0.960281
863.728168 0.960255
863.771355 0.959772
863.814545 0.960272
863.857737 0.960307
863.90093 0.959961
863.944127 0.960274
863.987325 0.960031
864.030525 0.960343
864.073728 0.960352
864.116933 0.960354
864.16014 0.960071
864.203349 0.960368
864.24656 0.960381
864.289773 0.960299
864.332989 0.960372
864.376207 0.960406
864.419427 0.960414
864.462649 0.960415
864.505873 0.96039
864.549099 0.960436
864.592328 0.960444
864.635558 0.960448
864.678791 0.960386
864.722026 0.960081
864.765263 0.960462
864.808503 0.960471
864.851744 0.960476
864.894988 0.960468
864.938234 0.960244
864.981482 0.960487
865.024732 0.960494
865.067984 0.960499
865.111239 0.960503
865.154495 0.960475
865.197754 0.960232
865.241015 0.960517
865.284278 0.960522
865.327544 0.960355
865.370811 0.960044
865.414081 0.960536
865.457353 0.960534
865.500626 0.960545
865.543903 0.96055
865.587181 0.960555
865.630461 0.960515
865.673744 0.960109
865.717029 0.960569
865.760316 0.960574
865.803605 0.96022
865.846896 0.96034
865.890189 0.960653
865.933485 0.960672
865.976783 0.960679
866.020083 0.960686
866.063385 0.960687
866.106689 0.960612
866.149995 0.960088
866.193304 0.960697
866.236615 0.960714
866.279928 0.960309
866.323243 0.960396
866.36656 0.960737
866.409879 0.960747
866.453201 0.960755
866.496525 0.960761
866.539851 0.960767
866.583179 0.960771
866.626509 0.960605
866.669841 0.960324
866.713176 0.960788
866.756513 0.960778
866.799852 0.960108
866.843193 0.960803
866.886536 0.960819
866.929881 0.960727
866.973229 0.960768
867.016579 0.96084
867.059931 0.960846
867.103285 0.96085
867.146641 0.960448
867.189999 0.960713
867.23336 0.960868
867.276723 0.960828
867.320088 0.960308
867.363455 0.960885
867.406824 0.960893
867.450195 0.960898
867.493569 0.960903
867.536945 0.960907
867.580323 0.960912
867.623703 0.960916
867.667085 0.960843
867.710469 0.96038
867.753856 0.96093
867.797245 0.960935
867.840636 0.960392
867.884029 0.960944
867.927424 0.960949
867.970822 0.960953
868.014221 0.960958
868.057623 0.960962
868.101027 0.960967
868.144433 0.960972
868.187841 0.960976
868.231252 0.960921
868.274665 0.960783
868.318079 0.96099
868.361496 0.960995
868.404916 0.960666
868.448337 0.961004
868.49176 0.961008
868.535186 0.961013
868.578614 0.961018
868.622044 0.961022
868.665476 0.961027
868.70891 0.961031
868.752347 0.961036
868.795786 0.961041
868.839227 0.960906
868.88267 0.96105
868.926115 0.961054
868.969562 0.960852
869.013012 0.961064
869.056464 0.961068
869.099917 0.960922
869.143373 0.960668
869.186832 0.960937
869.230292 0.960964
869.273755 0.960986
869.31722 0.961098
869.360687 0.960985
869.404156 0.960924
869.447627 0.961161
869.4911 0.961077
869.534576 0.961154
869.578054 0.961015
869.621534 0.9612
869.665016 0.961162
869.7085 0.96121
869.751987 0.961218
869.795476 0.96121
869.838966 0.961232
869.882459 0.961237
869.925955 0.961237
869.969452 0.96122
870.012952 0.961195
870.056453 0.96113
870.099957 0.961201
870.143463 0.961233
870.186972 0.961178
870.230482 0.961196
870.273995 0.961285
870.317509 0.96129
870.361026 0.961197
870.404546 0.961296
870.448067 0.961307
870.49159 0.961309
870.535116 0.961202
870.578644 0.961323
870.622174 0.961329
870.665706 0.96131
870.70924 0.961222
870.752777 0.961345
870.796316 0.961328
870.839857 0.961347
870.8834 0.961237
870.926945 0.961366
870.970492 0.961364
871.014042 0.960986
871.057594 0.961233
871.101148 0.961385
871.144704 0.961395
871.188262 0.9614
871.231823 0.961311
871.275385 0.961294
871.31895 0.961415
871.362517 0.961329
871.406087 0.961427
871.449658 0.961323
871.493231 0.961436
871.536807 0.961448
871.580385 0.961452
871.623965 0.961431
871.667548 0.961361
871.711132 0.961468
871.754719 0.961477
871.798308 0.961483
871.841899 0.961488
871.885492 0.961406
871.929087 0.961493
871.972685 0.961497
872.016284 0.961452
872.059886 0.961516
872.10349 0.961512
872.147097 0.961458
872.190705 0.961534
872.234316 0.96154
872.277928 0.961545
872.321543 0.96155
872.365161 0.96149
872.40878 0.96153
872.452401 0.961567
872.496025 0.961573
872.539651 0.961577
872.583279 0.961582
872.626909 0.961536
872.670542 0.961584
872.714176 0.961545
872.757813 0.9616
872.801452 0.961557
872.845093 0.961609
872.888737 0.96158
872.932382 0.961618
872.97603 0.961623
873.01968 0.961627
873.063332 0.961632
873.106986 0.961636
873.150643 0.961505
873.194301 0.961633
873.237962 0.96165
873.281625 0.961654
873.32529 0.961659
873.368958 0.961663
873.412627 0.961668
873.456299 0.96167
873.499973 0.961677
873.543649 0.961682
873.587327 0.961686
873.631008 0.961691
873.67469 0.961695
873.718375 0.961698
873.762062 0.96165
873.805751 0.960847
873.849443 0.961713
873.893136 0.961718
873.936832 0.961722
873.98053 0.961685
874.02423 0.96167
874.067932 0.961736
874.111637 0.96174
874.155344 0.961745
874.199052 0.961749
874.242763 0.961731
874.286477 0.961758
874.330192 0.961763
874.37391 0.961767
874.417629 0.961748
874.461351 0.961776
874.505076 0.961764
874.548802 0.961474
874.59253 0.96179
874.636261 0.961794
874.679994 0.961799
874.723729 0.961803
874.767466 0.961808
874.811206 0.961812
874.854948 0.961813
874.898691 0.961821
874.942437 0.961826
874.986186 0.96183
875.029936 0.961835
875.073689 0.961727
875.117443 0.961279
875.1612 0.961848
875.20496 0.961853
875.248721 0.961787
875.292484 0.961862
875.33625 0.961866
875.380018 0.961871
875.423788 0.961875
875.46756 0.96188
875.511335 0.961884
875.555112 0.961889
875.59889 0.961893
875.642671 0.961898
875.686455 0.961902
875.73024 0.961907
875.774028 0.961911
875.817818 0.961916
875.861609 0.96192
875.905404 0.961925
875.9492 0.961929
875.992999 0.96188
876.036799 0.961936
876.080602 0.960817
876.124407 0.961937
876.168215 0.961843
876.212024 0.961813
876.255836 0.96196
876.29965 0.961965
876.343466 0.961555
876.387284 0.961849
876.431105 0.961978
876.474927 0.961983
876.518752 0.961987
876.562579 0.961992
876.606408 0.961926
876.65024 0.962001
876.694073 0.961858
876.737909 0.96201
876.781747 0.962014
876.825587 0.962019
876.86943 0.962023
876.913274 0.962027
876.957121 0.96203
877.00097 0.961746
877.044821 0.962041
877.088674 0.962045
877.13253 0.96196
877.176388 0.962038
877.220248 0.961468
877.26411 0.961882
877.307974 0.962068
877.351841 0.962072
877.395709 0.962077
877.43958 0.962081
877.483453 0.961952
877.527328 0.96209
877.571206 0.962072
877.615086 0.962099
877.658967 0.962028
877.702851 0.962108
877.746738 0.962112
877.790626 0.962117
877.834517 0.962121
877.87841 0.962126
877.922305 0.96213
877.966202 0.962134
878.010101 0.962139
878.054003 0.962143
878.097907 0.962148
878.141813 0.962142
878.185721 0.962157
878.229631 0.961694
878.273544 0.959921
878.317459 0.962049
878.361376 0.961872
878.405295 0.962179
878.449216 0.962157
878.49314 0.961403
878.537065 0.962192
878.580993 0.962197
878.624923 0.962201
878.668856 0.962206
878.71279 0.961598
878.756727 0.962142
878.800666 0.962179
878.844607 0.961394
878.888551 0.962215
878.932496 0.961247
878.976444 0.962199
879.020394 0.962241
879.064346 0.962246
879.1083 0.96225
879.152257 0.962254
879.196215 0.962259
879.240176 0.962263
879.284139 0.962268
879.328105 0.962272
879.372072 0.962277
879.416042 0.962281
879.460014 0.961286
879.503988 0.961998
879.547964 0.962294
879.591943 0.962299
879.635923 0.962303
879.679906 0.962308
879.723891 0.962312
879.767879 0.962316
879.811868 0.962321
879.85586 0.962325
879.899854 0.96233
879.94385 0.962334
879.987848 0.962339
880.031849 0.962343
880.075851 0.962347
880.119856 0.962352
880.163863 0.96235
880.207873 0.961575
880.251884 0.959882
880.295898 0.962342
880.339914 0.962374
880.383932 0.962378
880.427952 0.962383
880.471975 0.962387
880.515999 0.962358
880.560026 0.960602
880.604055 0.959082
880.648087 0.96236
880.69212 0.962409
880.736156 0.962389
880.780194 0.961549
880.824234 0.962419
880.868276 0.962427
880.912321 0.962431
880.956367 0.962436
881.000416 0.96244
881.044467 0.962444
881.088521 0.962449
881.132576 0.962453
881.176634 0.961802
881.220694 0.962415
881.264756 0.962466
881.30882 0.962469
881.352887 0.962384
881.396956 0.957429
881.441027 0.960565
881.4851 0.962427
881.529175 0.962493
881.573253 0.962497
881.617332 0.962502
881.661414 0.962506
881.705499 0.96251
881.749585 0.962515
881.793674 0.962519
881.837764 0.962524
881.881857 0.962528
881.925953 0.962532
881.97005 0.962537
882.01415 0.962541
882.058251 0.962526
882.102355 0.961942
882.146462 0.959543
882.19057 0.96127
882.234681 0.960821
882.278793 0.956158
882.322909 0.962393
882.367026 0.962536
882.411145 0.96255
882.455267 0.962076
882.499391 0.960952
882.543517 0.962567
882.587645 0.962598
882.631776 0.962602
882.675908 0.962607
882.720043 0.962611
882.76418 0.962616
882.80832 0.96262
882.852461 0.962624
882.896605 0.962629
882.940751 0.962633
882.984899 0.962638
883.029049 0.962642
883.073202 0.962646
883.117357 0.962651
883.161514 0.962653
883.205673 0.962647
883.249834 0.96262
883.293998 0.961767
883.338164 0.961259
883.382332 0.956928
883.426502 0.962521
883.470674 0.962643
883.514849 0.962672
883.559026 0.962684
883.603205 0.962689
883.647386 0.962689
883.691569 0.962677
883.735755 0.962604
883.779943 0.960016
883.824133 0.959803
883.868325 0.962441
883.91252 0.961733
883.956717 0.962682
884.000916 0.962697
884.045117 0.962583
884.08932 0.960511
884.133526 0.962633
884.177733 0.962018
884.221943 0.962652
884.266156 0.962737
884.31037 0.962747
884.354587 0.962753
884.398806 0.962757
884.443027 0.962761
884.48725 0.962764
884.531475 0.962768
884.575703 0.962771
884.619933 0.962774
884.664165 0.962775
884.708399 0.962773
884.752636 0.96276
884.796875 0.962653
884.841116 0.959166
884.885359 0.962591
884.929604 0.962764
884.973852 0.962756
885.018101 0.96223
885.062353 0.962787
885.106608 0.962808
885.150864 0.962813
885.195123 0.962815
885.239384 0.962811
885.283647 0.962708
885.327912 0.962231
885.37218 0.962777
885.416449 0.962683
885.460721 0.957905
885.504995 0.960676
885.549272 0.962737
885.59355 0.962817
885.637831 0.96284
885.682114 0.962851
885.726399 0.962855
885.770687 0.962854
885.814976 0.962843
885.859268 0.962807
885.903562 0.962669
885.947859 0.959673
885.992157 0.947549
886.036458 0.958212
886.080761 0.96175
886.125066 0.946896
886.169373 0.962091
886.213683 0.962749
886.257995 0.962851
886.302309 0.962886
886.346625 0.962902
886.390943 0.962911
886.435264 0.962916
886.479587 0.96292
886.523912 0.962924
886.568239 0.962927
886.612569 0.962928
886.6569 0.962925
886.701234 0.962908
886.74557 0.962188
886.789909 0.962594
886.834249 0.961346
886.878592 0.950348
886.922937 0.962552
886.967285 0.962869
887.011634 0.962924
887.055986 0.962928
887.10034 0.962828
887.144696 0.959223
887.189054 0.962698
887.233415 0.962627
887.277777 0.962959
887.322142 0.962981
887.36651 0.962984
887.410879 0.962967
887.455251 0.962138
887.499625 0.961587
887.544001 0.962976
887.588379 0.963004
887.63276 0.963014
887.677142 0.963019
